Date,Adj Close
2009-12-31,39.298016
2010-01-04,40.900738
2010-01-05,40.882839000000004
2010-01-06,41.169346000000004
2010-01-07,43.085471999999996
2010-01-08,42.539272
2010-01-11,42.037857
2010-01-12,41.348427
2010-01-13,42.109486
2010-01-14,42.995917999999996
2010-01-15,43.434653999999995
2010-01-19,46.505775
2010-01-20,45.905888
2010-01-21,46.353577
2010-01-22,45.664127
2010-01-25,44.374783
2010-01-26,43.219757
2010-01-27,43.891289
2010-01-28,43.685359999999996
2010-01-29,43.533138
2010-02-01,43.613728
2010-02-02,45.037369
2010-02-03,43.855469
2010-02-04,42.234856
2010-02-05,42.100544
2010-02-08,41.858776
2010-02-09,42.906364
2010-02-10,42.172169
2010-02-11,41.921478
2010-02-12,41.142487
2010-02-16,41.196209
2010-02-17,41.760303
2010-02-18,41.366344
2010-02-19,40.605267
2010-02-22,42.86161
2010-02-23,41.921478
2010-02-24,42.002052
2010-02-25,42.199036
2010-02-26,42.378113
2010-03-01,42.512409000000005
2010-03-02,42.521370000000005
2010-03-03,42.521370000000005
2010-03-04,42.190083
2010-03-05,43.103371
2010-03-08,42.933234999999996
2010-03-09,42.92429
2010-03-10,43.264526000000004
2010-03-11,43.87339
2010-03-12,42.951134
2010-03-15,42.530319
2010-03-16,42.709404
2010-03-17,43.183945
2010-03-18,44.849334999999996
2010-03-19,44.768749
2010-03-22,44.15992
2010-03-23,43.891289
2010-03-24,42.888477
2010-03-25,42.86161
2010-03-26,42.261722999999996
2010-03-29,42.467663
2010-03-30,42.38707
2010-03-31,41.876709000000005
2010-04-01,42.010998
2010-04-05,42.181126
2010-04-06,42.825809
2010-04-07,41.625999
2010-04-08,41.464828000000004
2010-04-09,40.408291
2010-04-12,39.853153000000006
2010-04-13,39.468132000000004
2010-04-14,39.396507
2010-04-15,39.396507
2010-04-16,39.333832
2010-04-19,39.987465
2010-04-20,40.444115000000004
2010-04-21,39.799434999999995
2010-04-22,39.826294
2010-04-23,40.766441
2010-04-26,39.002552
2010-04-27,39.011509000000004
2010-04-28,40.909687
2010-04-29,42.252765999999994
2010-04-30,40.936558000000005
2010-05-03,41.509583
2010-05-04,41.052948
2010-05-05,41.697624
2010-05-06,40.820152
2010-05-07,39.709888
2010-05-10,41.142487
2010-05-11,40.829117
2010-05-12,41.178307000000004
2010-05-13,41.008186
2010-05-14,40.963428
2010-05-17,41.088772
2010-05-18,41.366344
2010-05-19,41.402149
2010-05-20,39.700939
2010-05-21,40.032227
2010-05-24,40.121777
2010-05-25,39.58453
2010-05-26,39.880009
2010-05-27,40.927611999999996
2010-05-28,41.232029
2010-06-01,40.757492
2010-06-02,42.467663
2010-06-03,43.183945
2010-06-04,42.431831
2010-06-07,41.715527
2010-06-08,41.751339
2010-06-09,41.939381
2010-06-10,42.32439
2010-06-11,42.933234999999996
2010-06-14,43.067551
2010-06-15,43.855469
2010-06-16,43.721169
2010-06-17,44.312115000000006
2010-06-18,44.097233
2010-06-21,44.106178
2010-06-22,43.345108
2010-06-23,43.551048
2010-06-24,42.906364
2010-06-25,43.067551
2010-06-28,43.031723
2010-06-29,41.160396999999996
2010-06-30,40.891785
2010-07-01,39.924782
2010-07-02,39.700939
2010-07-06,39.808384000000004
2010-07-07,40.641079
2010-07-08,41.133514
2010-07-09,41.366344
2010-07-12,41.115615999999996
2010-07-13,41.509583
2010-07-14,41.975196999999994
2010-07-15,41.94833
2010-07-16,40.882839000000004
2010-07-19,41.652859
2010-07-20,41.634937
2010-07-21,40.927611999999996
2010-07-22,41.482723
2010-07-23,41.205158000000004
2010-07-26,42.002052
2010-07-27,41.751339
2010-07-28,40.95446
2010-07-29,41.339462
2010-07-30,42.100544
2010-08-02,43.631634000000005
2010-08-03,43.774883
2010-08-04,44.518059
2010-08-05,44.741901
2010-08-06,45.314941
2010-08-09,45.404491
2010-08-10,45.377628
2010-08-11,43.810696
2010-08-12,44.150940000000006
2010-08-13,44.168865000000004
2010-08-16,43.87339
2010-08-17,44.473278
2010-08-18,44.876213
2010-08-19,43.70327
2010-08-20,43.434653999999995
2010-08-23,43.425705
2010-08-24,42.700435999999996
2010-08-25,43.577919
2010-08-26,43.264526000000004
2010-08-27,43.819656
2010-08-30,42.96011
2010-08-31,42.789970000000004
2010-09-01,44.365852000000004
2010-09-02,44.59864
2010-09-03,45.735766999999996
2010-09-07,45.55669
2010-09-08,45.529831
2010-09-09,46.416245
2010-09-10,47.257896
2010-09-13,47.096728999999996
2010-09-14,46.613232
2010-09-15,46.371475
2010-09-16,46.058116999999996
2010-09-17,45.10006
2010-09-20,45.646221000000004
2010-09-21,45.664127
2010-09-22,44.983639000000004
2010-09-23,44.750854
2010-09-24,44.992611
2010-09-27,44.795615999999995
2010-09-28,45.297028000000005
2010-09-29,44.894119
2010-09-30,44.983639000000004
2010-10-01,44.885174
2010-10-04,44.133053000000004
2010-10-05,45.216454
2010-10-06,44.401665
2010-10-07,44.670258000000004
2010-10-08,45.529831
2010-10-11,45.923790000000004
2010-10-12,46.73859
2010-10-13,48.171188
2010-10-14,48.627831
2010-10-15,49.102367
2010-10-18,49.63065
2010-10-19,48.457703
2010-10-20,50.123093
2010-10-21,50.382774
2010-10-22,51.009521
2010-10-25,51.448257
2010-10-26,51.224422
2010-10-27,51.367672
2010-10-28,51.788502
2010-10-29,52.19141
2010-11-01,52.540611
2010-11-02,54.295551
2010-11-03,53.33750500000001
2010-11-04,53.059925
2010-11-05,53.328556000000006
2010-11-08,53.382270999999996
2010-11-09,52.934585999999996
2010-11-10,53.409142
2010-11-11,53.695648
2010-11-12,53.006209999999996
2010-11-15,52.424217
2010-11-16,51.537807
2010-11-17,51.976532
2010-11-18,50.866257
2010-11-19,50.167866
2010-11-22,52.236187
2010-11-23,50.937903999999996
2010-11-24,51.009521
2010-11-26,50.848354
2010-11-29,50.499171999999994
2010-11-30,50.176829999999995
2010-12-01,51.116982
2010-12-02,51.457214
2010-12-03,51.072201
2010-12-06,50.508125
2010-12-07,50.239502
2010-12-08,50.526031
2010-12-09,50.212635
2010-12-10,50.597656
2010-12-13,50.624516
2010-12-14,50.167866
2010-12-15,48.869583
2010-12-16,49.281448
2010-12-17,49.567966
2010-12-20,49.102367
2010-12-21,49.066563
2010-12-22,50.006695
2010-12-23,49.63065
2010-12-27,49.281448
2010-12-28,49.066563
2010-12-29,48.950171999999995
2010-12-30,48.878536
2010-12-31,49.012840000000004
2011-01-03,49.335175
2011-01-04,49.514259
2011-01-05,49.281448
2011-01-06,51.090115000000004
2011-01-07,50.884163
2011-01-10,49.970890000000004
2011-01-11,51.322895
2011-01-12,50.973704999999995
2011-01-13,51.358719
2011-01-14,53.140511
2011-01-18,53.086792
2011-01-19,52.254104999999996
2011-01-20,51.752689000000004
2011-01-21,51.940704
2011-01-24,51.752689000000004
2011-01-25,51.922825
2011-01-26,52.468993999999995
2011-01-27,53.794146999999995
2011-01-28,52.092934
2011-01-31,51.904903000000004
2011-02-01,53.310642
2011-02-02,52.782375
2011-02-03,54.805916
2011-02-04,54.206017
2011-02-07,52.594349
2011-02-08,52.209328
2011-02-09,52.442116000000006
2011-02-10,52.451077000000005
2011-02-11,52.209328
2011-02-14,52.576439
2011-02-15,53.239006
2011-02-16,54.214966000000004
2011-02-17,55.316280000000006
2011-02-18,55.01185600000001
2011-02-22,57.259232
2011-02-23,56.337006
2011-02-24,56.15794
2011-02-25,56.050491
2011-02-28,58.208346999999996
2011-03-01,56.64143000000001
