Date,Adj Close
2009-12-31,5.800876000000001
2010-01-04,5.9639809999999995
2010-01-05,5.887778
2010-01-06,5.89045
2010-01-07,5.907831
2010-01-08,5.994730000000001
2010-01-11,5.966653
2010-01-12,5.92521
2010-01-13,5.891787
2010-01-14,5.919862999999999
2010-01-15,5.874407
2010-01-19,5.9773510000000005
2010-01-20,6.010772
2010-01-21,5.804888
2010-01-22,5.740715
2010-01-25,5.728683999999999
2010-01-26,5.667185
2010-01-27,5.884094999999999
2010-01-28,5.796794
2010-01-29,5.718895
2010-02-01,5.708149
2010-02-02,5.716208999999999
2010-02-03,5.728296
2010-02-04,5.568467
2010-02-05,5.59936
2010-02-08,5.632937
2010-02-09,5.773962
2010-02-10,5.755158
2010-02-11,5.855891000000001
2010-02-12,5.896184
2010-02-16,5.905584999999999
2010-02-17,5.866636
2010-02-18,5.975427
2010-02-19,6.000945
2010-02-22,6.034522
2010-02-23,5.986169
2010-02-24,6.074815
2010-02-25,6.077501
2010-02-26,6.084217
2010-03-01,6.164803
2010-03-02,6.331346
2010-03-03,6.36761
2010-03-04,6.36761
2010-03-05,6.417305000000001
2010-03-08,6.36761
2010-03-09,6.3877559999999995
2010-03-10,6.401186
2010-03-11,6.49386
2010-03-12,6.522064
2010-03-15,6.621455
2010-03-16,6.656378
2010-03-17,6.688610000000001
2010-03-18,6.668463
2010-03-19,6.599964999999999
2010-03-22,6.6993529999999994
2010-03-23,7.05393
2010-03-24,7.019009
2010-03-25,6.906192
2010-03-26,6.903505
2010-03-29,6.9840919999999995
2010-03-30,7.079452000000001
2010-03-31,7.060646
2010-04-01,7.05393
2010-04-05,7.2177869999999995
2010-04-06,7.243308
2010-04-07,7.193611
2010-04-08,7.278227
2010-04-09,7.345382000000001
2010-04-12,7.290317999999999
2010-04-13,7.487750999999999
2010-04-14,7.6005720000000005
2010-04-15,7.528047
2010-04-16,7.521328
2010-04-19,7.498496
2010-04-20,6.978719
2010-04-21,6.992149
2010-04-22,7.10094
2010-04-23,7.145261
2010-04-26,7.121086
2010-04-27,7.056621000000001
2010-04-28,7.004716999999999
2010-04-29,7.208277000000001
2010-04-30,6.960226
2010-05-03,7.101779
2010-05-04,6.935963
2010-05-05,6.724309
2010-05-06,6.689261
2010-05-07,6.435818
2010-05-10,6.783628
2010-05-11,6.729705
