ADEL,35.14
AEFES,176.2
AGHOL,290.5
AGROT,12.94
AKBNK,48.46
AKFGY,1.82
AKFYE,17.75
AKSA,8.07
AKSEN,33.5
ALARK,84.5
ALFAS,47.12
ALTNY,85.9
ANSGR,76.95
ARCLK,139.0
ARDYZ,30.0
ASELS,57.6
ASTOR,67.6
BERA,12.93
BIMAS,445.75
BINHO,284.75
BJKAS,4.83
BRSAN,486.5
BRYAT,1993.0
BTCIM,146.8
CANTE,1.41
CCOLA,49.4
CIMSA,30.08
CLEBI,1770.0
CWENE,155.0
DOAS,213.5
DOHOL,12.82
ECILC,37.38
EGEEN,10015.0
EKGYO,9.49
ENERY,220.0
ENJSA,53.1
ENKAI,45.92
EREGL,47.52
EUPWR,25.84
FENER,94.95
FROTO,962.5
GARAN,108.6
GESAN,39.22
GOLTS,369.25
GUBRF,183.0
HALKB,15.77
HEKTS,3.6
ISCTR,11.28
ISMEN,31.32
KARSN,14.22
KCAER,35.2
KCHOL,170.7
KLSER,32.82
KONTR,40.6
KONYA,6295.0
KOZAA,56.55
KOZAL,20.06
KRDMD,25.2
KTLEV,52.45
LMKDC,20.62
MAVI,77.1
MGROS,403.5
MIATK,38.4
MPARK,327.5
OBAMS,37.2
ODAS,5.68
OTKAR,441.0
OYAKC,54.85
PAPIL,74.1
PEKGY,4.05
PETKM,18.62
PGSUS,239.5
REEDR,21.08
RGYAS,102.6
SAHOL,79.0
SASA,3.9
SISE,38.82
SKBNK,4.07
SMRTG,34.0
SOKM,40.06
TABGD,130.4
TAVHL,227.2
TCELL,85.5
THYAO,269.5
TKFEN,69.5
TMSN,114.5
TOASO,193.7
TSKB,11.51
TTKOM,45.74
TTRAK,719.0
TUKAS,6.4
TUPRS,144.7
TURSG,11.92
ULKER,122.5
VAKBN,21.34
VESBE,17.61
VESTL,58.45
YEOTK,167.5
YKBNK,24.12
ZOREN,4.15
