ADEL,36.06
AEFES,190.5
AGHOL,288.0
AGROT,12.79
AKBNK,49.12
AKFGY,1.83
AKFYE,17.56
AKSA,8.05
AKSEN,33.54
ALARK,85.0
ALFAS,51.9
ALTNY,85.8
ANSGR,78.7
ARCLK,139.3
ARDYZ,30.56
ASELS,61.0
ASTOR,72.75
BERA,12.51
BIMAS,451.5
BINHO,285.25
BJKAS,4.71
BRSAN,462.0
BRYAT,1864.0
BTCIM,153.1
CANTE,1.39
CCOLA,51.25
CIMSA,29.88
CLEBI,1709.0
CWENE,167.0
DOAS,210.4
DOHOL,13.0
ECILC,37.82
EGEEN,9772.5
EKGYO,9.7
ENERY,224.5
ENJSA,53.55
ENKAI,47.14
EREGL,46.2
EUPWR,28.52
FENER,95.55
FROTO,1000.0
GARAN,110.8
GESAN,40.98
GOLTS,368.0
GUBRF,185.0
HALKB,14.87
HEKTS,3.54
ISCTR,11.58
ISMEN,31.66
KARSN,14.64
KCAER,35.8
KCHOL,169.9
KLSER,32.92
KONTR,41.24
KONYA,6325.0
KOZAA,58.4
KOZAL,20.18
KRDMD,24.02
KTLEV,53.55
LMKDC,20.64
MAVI,77.0
MGROS,400.0
MIATK,38.54
MPARK,321.25
OBAMS,36.18
ODAS,5.59
OTKAR,443.5
OYAKC,53.8
PAPIL,75.25
PEKGY,4.01
PETKM,18.51
PGSUS,237.5
REEDR,20.36
RGYAS,103.2
SAHOL,80.85
SASA,3.82
SISE,38.4
SKBNK,4.08
SMRTG,37.22
SOKM,39.04
TABGD,128.7
TAVHL,226.6
TCELL,87.0
THYAO,267.75
TKFEN,73.2
TMSN,115.0
TOASO,193.3
TSKB,11.63
TTKOM,46.36
TTRAK,723.5
TUKAS,6.38
TUPRS,143.7
TURSG,12.1
ULKER,120.2
VAKBN,20.58
VESBE,17.31
VESTL,57.45
YEOTK,163.2
YKBNK,24.18
ZOREN,4.1
