ADEL,36.5
AEFES,195.6
AGHOL,291.0
AGROT,14.39
AKBNK,49.98
AKFGY,1.87
AKFYE,17.5
AKSA,8.21
AKSEN,34.12
ALARK,88.8
ALFAS,51.8
ALTNY,86.45
ANSGR,82.8
ARCLK,139.4
ARDYZ,30.44
ASELS,60.85
ASTOR,77.4
BERA,12.85
BIMAS,475.25
BINHO,300.5
BJKAS,4.82
BRSAN,465.75
BRYAT,1893.0
BTCIM,154.5
CANTE,1.44
CCOLA,50.7
CIMSA,32.78
CLEBI,1760.0
CWENE,170.2
DOAS,215.7
DOHOL,12.95
ECILC,38.76
EGEEN,10127.5
EKGYO,9.87
ENERY,230.0
ENJSA,55.9
ENKAI,47.88
EREGL,47.4
EUPWR,31.02
FENER,103.0
FROTO,1015.0
GARAN,111.2
GESAN,41.26
GOLTS,395.0
GUBRF,190.6
HALKB,14.68
HEKTS,3.61
ISCTR,11.83
ISMEN,32.92
KARSN,15.12
KCAER,36.9
KCHOL,172.9
KLSER,34.34
KONTR,43.34
KONYA,6625.0
KOZAA,59.75
KOZAL,20.68
KRDMD,24.44
KTLEV,52.7
LMKDC,22.6
MAVI,76.1
MGROS,408.25
MIATK,39.64
MPARK,324.0
OBAMS,37.94
ODAS,5.57
OTKAR,433.75
OYAKC,56.6
PAPIL,74.0
PEKGY,4.15
PETKM,18.85
PGSUS,236.3
REEDR,21.48
RGYAS,104.2
SAHOL,85.1
SASA,3.91
SISE,39.5
SKBNK,4.15
SMRTG,37.88
SOKM,39.54
TABGD,134.6
TAVHL,221.0
TCELL,87.75
THYAO,276.0
TKFEN,75.0
TMSN,116.0
TOASO,189.9
TSKB,11.93
TTKOM,46.6
TTRAK,721.5
TUKAS,6.6
TUPRS,146.1
TURSG,12.93
ULKER,124.9
VAKBN,20.64
VESBE,17.63
VESTL,58.75
YEOTK,175.5
YKBNK,24.8
ZOREN,4.16
