ADEL,35.94
AEFES,191.0
AGHOL,289.75
AGROT,14.06
AKBNK,49.68
AKFGY,1.85
AKFYE,17.62
AKSA,8.2
AKSEN,33.86
ALARK,87.75
ALFAS,52.55
ALTNY,86.35
ANSGR,82.8
ARCLK,141.3
ARDYZ,30.66
ASELS,60.85
ASTOR,73.55
BERA,12.76
BIMAS,475.5
BINHO,296.25
BJKAS,4.75
BRSAN,473.0
BRYAT,1905.0
BTCIM,154.1
CANTE,1.42
CCOLA,51.3
CIMSA,30.28
CLEBI,1742.0
CWENE,171.9
DOAS,215.3
DOHOL,12.97
ECILC,38.4
EGEEN,10097.5
EKGYO,9.84
ENERY,226.4
ENJSA,54.8
ENKAI,48.28
EREGL,46.64
EUPWR,30.76
FENER,96.85
FROTO,1011.0
GARAN,112.0
GESAN,41.66
GOLTS,377.0
GUBRF,190.9
HALKB,14.74
HEKTS,3.61
ISCTR,11.7
ISMEN,31.72
KARSN,15.1
KCAER,36.8
KCHOL,173.7
KLSER,33.78
KONTR,42.6
KONYA,6680.0
KOZAA,59.8
KOZAL,20.6
KRDMD,24.62
KTLEV,52.7
LMKDC,21.6
MAVI,77.65
MGROS,406.0
MIATK,39.96
MPARK,326.5
OBAMS,37.5
ODAS,5.56
OTKAR,442.5
OYAKC,55.05
PAPIL,75.05
PEKGY,4.11
PETKM,18.72
PGSUS,238.0
REEDR,21.88
RGYAS,103.8
SAHOL,83.2
SASA,3.91
SISE,39.2
SKBNK,4.15
SMRTG,38.1
SOKM,39.74
TABGD,131.4
TAVHL,224.2
TCELL,87.0
THYAO,273.75
TKFEN,74.0
TMSN,117.1
TOASO,201.8
TSKB,11.85
TTKOM,46.84
TTRAK,737.5
TUKAS,6.46
TUPRS,146.0
TURSG,12.9
ULKER,124.1
VAKBN,20.7
VESBE,17.61
VESTL,58.5
YEOTK,166.8
YKBNK,24.66
ZOREN,4.16
