ADEL,36.02
AEFES,178.9
AGHOL,287.5
AGROT,12.83
AKBNK,50.15
AKFGY,1.84
AKFYE,17.36
AKSA,8.3
AKSEN,34.18
ALARK,86.0
ALFAS,47.52
ALTNY,88.3
ANSGR,78.35
ARCLK,147.0
ARDYZ,30.3
ASELS,59.35
ASTOR,67.85
BERA,12.66
BIMAS,461.0
BINHO,287.5
BJKAS,5.01
BRSAN,458.25
BRYAT,1942.0
BTCIM,146.9
CANTE,1.44
CCOLA,49.32
CIMSA,30.72
CLEBI,1772.0
CWENE,155.8
DOAS,214.0
DOHOL,12.92
ECILC,38.12
EGEEN,9905.0
EKGYO,9.76
ENERY,231.9
ENJSA,53.8
ENKAI,47.74
EREGL,48.06
EUPWR,26.06
FENER,103.2
FROTO,967.5
GARAN,110.9
GESAN,40.08
GOLTS,364.0
GUBRF,188.8
HALKB,15.95
HEKTS,3.69
ISCTR,11.76
ISMEN,32.6
KARSN,14.54
KCAER,35.8
KCHOL,176.5
KLSER,33.24
KONTR,40.22
KONYA,6287.5
KOZAA,57.1
KOZAL,19.98
KRDMD,26.04
KTLEV,51.05
LMKDC,21.16
MAVI,77.5
MGROS,411.5
MIATK,38.16
MPARK,319.0
OBAMS,37.02
ODAS,5.66
OTKAR,462.5
OYAKC,56.2
PAPIL,77.25
PEKGY,4.06
PETKM,19.08
PGSUS,236.6
REEDR,21.62
RGYAS,103.0
SAHOL,82.7
SASA,3.95
SISE,39.64
SKBNK,4.1
SMRTG,34.6
SOKM,41.0
TABGD,131.8
TAVHL,224.2
TCELL,85.1
THYAO,268.0
TKFEN,69.85
TMSN,113.0
TOASO,196.6
TSKB,11.54
TTKOM,45.72
TTRAK,724.0
TUKAS,6.43
TUPRS,145.0
TURSG,12.19
ULKER,125.8
VAKBN,21.3
VESBE,17.99
VESTL,59.3
YEOTK,152.3
YKBNK,25.1
ZOREN,4.19
