ADEL,35.0
AEFES,184.2
AGHOL,293.75
AGROT,12.41
AKBNK,54.35
AKFGY,1.85
AKFYE,17.49
AKSA,8.26
AKSEN,34.52
ALARK,84.8
ALFAS,47.68
ALTNY,88.1
ANSGR,77.75
ARCLK,140.3
ARDYZ,30.22
ASELS,56.0
ASTOR,67.6
BERA,12.76
BIMAS,467.75
BINHO,285.25
BJKAS,4.81
BRSAN,415.0
BRYAT,1773.0
BTCIM,148.6
CANTE,1.43
CCOLA,47.46
CIMSA,31.28
CLEBI,1711.0
CWENE,157.0
DOAS,211.6
DOHOL,12.81
ECILC,37.72
EGEEN,9417.5
EKGYO,9.83
ENERY,221.6
ENJSA,54.4
ENKAI,44.02
EREGL,48.44
EUPWR,26.62
FENER,102.2
FROTO,911.5
GARAN,117.5
GESAN,40.0
GOLTS,357.25
GUBRF,175.4
HALKB,16.0
HEKTS,3.71
ISCTR,12.49
ISMEN,32.36
KARSN,14.51
KCAER,35.4
KCHOL,180.5
KLSER,33.08
KONTR,39.98
KONYA,6020.0
KOZAA,54.9
KOZAL,19.7
KRDMD,26.86
KTLEV,48.82
LMKDC,20.98
MAVI,79.2
MGROS,420.75
MIATK,38.32
MPARK,297.0
OBAMS,36.42
ODAS,5.7
OTKAR,459.5
OYAKC,57.05
PAPIL,75.4
PEKGY,4.05
PETKM,19.19
PGSUS,233.5
REEDR,22.02
RGYAS,103.5
SAHOL,87.9
SASA,3.87
SISE,38.56
SKBNK,4.02
SMRTG,34.5
SOKM,42.26
TABGD,134.0
TAVHL,215.4
TCELL,86.4
THYAO,268.0
TKFEN,66.35
TMSN,114.9
TOASO,190.1
TSKB,11.13
TTKOM,46.4
TTRAK,725.0
TUKAS,6.53
TUPRS,145.7
TURSG,11.75
ULKER,125.4
VAKBN,21.98
VESBE,17.46
VESTL,58.5
YEOTK,154.3
YKBNK,26.76
ZOREN,4.05
