ADEL,37.62
AEFES,230.3
AGHOL,375.5
AGROT,12.51
AKBNK,63.55
AKFGY,2.2
AKFYE,19.75
AKSA,11.47
AKSEN,36.74
ALARK,98.75
ALFAS,59.9
ALTNY,90.4
ANSGR,101.9
ARCLK,151.5
ARDYZ,41.16
ASELS,69.2
ASTOR,107.2
BERA,15.7
BIMAS,529.0
BINHO,341.75
BJKAS,4.33
BRSAN,454.0
BRYAT,2138.0
BTCIM,141.0
CANTE,1.69
CCOLA,61.8
CIMSA,43.6
CLEBI,1975.0
CWENE,23.44
DOAS,211.6
DOHOL,15.31
ECILC,48.16
EGEEN,10492.5
EKGYO,13.72
ENERY,286.0
ENJSA,62.2
ENKAI,53.75
EREGL,26.56
EUPWR,35.8
FENER,103.3
FROTO,992.5
GARAN,127.8
GESAN,50.15
GOLTS,467.25
GUBRF,272.0
HALKB,16.65
HEKTS,4.19
ISCTR,13.53
ISMEN,46.08
KARSN,12.66
KCAER,15.32
KCHOL,196.8
KLSER,38.36
KONTR,46.56
KONYA,7367.5
KOZAA,70.5
KOZAL,23.32
KRDMD,30.48
KTLEV,62.25
LMKDC,31.24
MAVI,88.35
MGROS,527.5
MIATK,45.7
MPARK,398.25
OBAMS,50.45
ODAS,6.67
OTKAR,478.0
OYAKC,21.6
PAPIL,13.42
PEKGY,1.64
PETKM,19.18
PGSUS,226.0
REEDR,14.91
RGYAS,123.4
SAHOL,99.0
SASA,4.32
SISE,43.08
SKBNK,4.91
SMRTG,40.68
SOKM,41.68
TABGD,154.5
TAVHL,287.5
TCELL,96.0
THYAO,299.25
TKFEN,76.2
TMSN,121.3
TOASO,204.1
TSKB,12.78
TTKOM,46.94
TTRAK,755.0
TUKAS,7.2
TUPRS,151.2
TURSG,14.7
ULKER,116.4
VAKBN,22.72
VESBE,17.89
VESTL,71.15
YEOTK,52.25
YKBNK,30.6
ZOREN,4.42
