ADEL,34.72
AEFES,229.5
AGHOL,351.75
AGROT,10.45
AKBNK,59.3
AKFGY,2.1
AKFYE,18.83
AKSA,11.44
AKSEN,35.42
ALARK,90.95
ALFAS,61.9
ALTNY,86.3
ANSGR,101.5
ARCLK,139.4
ARDYZ,40.14
ASELS,72.05
ASTOR,107.1
BERA,14.4
BIMAS,491.0
BINHO,311.0
BJKAS,4.3
BRSAN,421.25
BRYAT,2134.0
BTCIM,135.0
CANTE,1.69
CCOLA,58.75
CIMSA,43.98
CLEBI,1883.0
CWENE,21.3
DOAS,193.7
DOHOL,15.25
ECILC,47.86
EGEEN,9945.0
EKGYO,12.86
ENERY,255.5
ENJSA,58.65
ENKAI,51.1
EREGL,24.96
EUPWR,31.74
FENER,40.2
FROTO,930.5
GARAN,125.4
GESAN,46.0
GOLTS,418.25
GUBRF,278.75
HALKB,16.07
HEKTS,3.72
ISCTR,12.85
ISMEN,43.84
KARSN,12.22
KCAER,14.23
KCHOL,180.5
KLSER,35.34
KONTR,39.0
KONYA,6840.0
KOZAA,66.7
KOZAL,21.9
KRDMD,28.16
KTLEV,53.25
LMKDC,30.6
MAVI,82.3
MGROS,487.5
MIATK,41.9
MPARK,376.0
OBAMS,53.25
ODAS,6.12
OTKAR,472.0
OYAKC,22.84
PAPIL,13.45
PEKGY,1.58
PETKM,18.34
PGSUS,217.3
REEDR,14.24
RGYAS,124.8
SAHOL,92.0
SASA,4.05
SISE,44.28
SKBNK,4.74
SMRTG,38.82
SOKM,39.58
TABGD,150.0
TAVHL,281.5
TCELL,90.7
THYAO,286.0
TKFEN,71.15
TMSN,112.4
TOASO,190.7
TSKB,12.01
TTKOM,44.24
TTRAK,693.5
TUKAS,6.78
TUPRS,143.3
TURSG,15.6
ULKER,105.8
VAKBN,22.7
VESBE,16.93
VESTL,65.85
YEOTK,49.04
YKBNK,28.24
ZOREN,4.29
