ADEL,35.84
AEFES,213.0
AGHOL,336.5
AGROT,13.47
AKBNK,63.45
AKFGY,2.22
AKFYE,18.72
AKSA,10.51
AKSEN,35.94
ALARK,101.0
ALFAS,50.7
ALTNY,93.05
ANSGR,97.0
ARCLK,145.1
ARDYZ,38.28
ASELS,71.0
ASTOR,92.5
BERA,15.49
BIMAS,511.0
BINHO,301.25
BJKAS,4.55
BRSAN,457.25
BRYAT,2238.0
BTCIM,146.3
CANTE,1.7
CCOLA,58.4
CIMSA,41.4
CLEBI,2103.0
CWENE,25.0
DOAS,229.5
DOHOL,14.53
ECILC,49.04
EGEEN,10580.0
EKGYO,13.38
ENERY,270.5
ENJSA,62.65
ENKAI,53.6
EREGL,25.92
EUPWR,36.68
FENER,110.0
FROTO,993.5
GARAN,124.4
GESAN,46.02
GOLTS,484.5
GUBRF,262.5
HALKB,16.41
HEKTS,4.25
ISCTR,13.95
ISMEN,41.42
KARSN,13.07
KCAER,14.4
KCHOL,198.3
KLSER,36.2
KONTR,45.32
KONYA,7050.0
KOZAA,70.7
KOZAL,24.18
KRDMD,27.38
KTLEV,58.6
LMKDC,26.4
MAVI,86.75
MGROS,502.5
MIATK,44.46
MPARK,409.0
OBAMS,46.72
ODAS,6.47
OTKAR,486.25
OYAKC,19.34
PAPIL,14.9
PEKGY,6.01
PETKM,19.11
PGSUS,221.6
REEDR,15.57
RGYAS,126.6
SAHOL,93.6
SASA,4.29
SISE,41.36
SKBNK,4.59
SMRTG,39.06
SOKM,43.12
TABGD,149.2
TAVHL,279.25
TCELL,92.15
THYAO,293.5
TKFEN,81.45
TMSN,115.8
TOASO,206.5
TSKB,12.49
TTKOM,47.0
TTRAK,768.0
TUKAS,6.97
TUPRS,151.2
TURSG,13.64
ULKER,116.5
VAKBN,23.46
VESBE,17.39
VESTL,70.0
YEOTK,52.0
YKBNK,30.5
ZOREN,4.36
