ADEL,35.14
AEFES,205.1
AGHOL,323.0
AGROT,14.17
AKBNK,59.7
AKFGY,2.18
AKFYE,18.71
AKSA,9.32
AKSEN,34.9
ALARK,97.55
ALFAS,50.75
ALTNY,90.7
ANSGR,86.7
ARCLK,143.4
ARDYZ,38.96
ASELS,70.15
ASTOR,91.6
BERA,14.9
BIMAS,486.0
BINHO,289.0
BJKAS,4.35
BRSAN,458.0
BRYAT,2197.0
BTCIM,144.6
CANTE,1.51
CCOLA,53.85
CIMSA,39.56
CLEBI,2124.0
CWENE,202.3
DOAS,209.4
DOHOL,14.01
ECILC,47.02
EGEEN,10687.5
EKGYO,12.12
ENERY,274.0
ENJSA,62.0
ENKAI,51.65
EREGL,25.22
EUPWR,34.18
FENER,101.5
FROTO,968.0
GARAN,121.9
GESAN,46.52
GOLTS,485.5
GUBRF,237.1
HALKB,16.2
HEKTS,4.12
ISCTR,13.52
ISMEN,40.36
KARSN,12.6
KCAER,14.16
KCHOL,201.0
KLSER,33.6
KONTR,47.98
KONYA,7005.0
KOZAA,68.5
KOZAL,21.54
KRDMD,26.98
KTLEV,58.7
LMKDC,25.7
MAVI,80.25
MGROS,479.5
MIATK,43.34
MPARK,386.75
OBAMS,42.12
ODAS,6.17
OTKAR,485.0
OYAKC,70.05
PAPIL,12.87
PEKGY,4.31
PETKM,18.23
PGSUS,218.6
REEDR,15.0
RGYAS,120.9
SAHOL,91.2
SASA,4.16
SISE,40.36
SKBNK,4.67
SMRTG,38.5
SOKM,40.4
TABGD,140.4
TAVHL,280.5
TCELL,91.3
THYAO,287.25
TKFEN,77.3
TMSN,116.0
TOASO,201.2
TSKB,12.56
TTKOM,45.96
TTRAK,756.0
TUKAS,6.89
TUPRS,147.4
TURSG,12.75
ULKER,111.1
VAKBN,23.1
VESBE,17.04
VESTL,62.55
YEOTK,55.35
YKBNK,30.92
ZOREN,4.23
