ADEL,35.02
AEFES,207.1
AGHOL,332.5
AGROT,13.76
AKBNK,62.75
AKFGY,2.26
AKFYE,18.35
AKSA,10.66
AKSEN,35.88
ALARK,98.2
ALFAS,50.4
ALTNY,93.05
ANSGR,93.35
ARCLK,145.3
ARDYZ,37.24
ASELS,70.3
ASTOR,93.9
BERA,15.66
BIMAS,506.5
BINHO,294.5
BJKAS,4.51
BRSAN,455.0
BRYAT,2240.0
BTCIM,148.5
CANTE,1.66
CCOLA,56.0
CIMSA,40.16
CLEBI,2083.0
CWENE,25.34
DOAS,229.8
DOHOL,14.44
ECILC,48.64
EGEEN,10430.0
EKGYO,13.72
ENERY,270.75
ENJSA,62.0
ENKAI,53.3
EREGL,26.1
EUPWR,35.56
FENER,107.0
FROTO,996.5
GARAN,123.8
GESAN,45.58
GOLTS,482.5
GUBRF,263.0
HALKB,16.36
HEKTS,4.13
ISCTR,13.89
ISMEN,41.98
KARSN,13.01
KCAER,14.31
KCHOL,198.6
KLSER,34.42
KONTR,44.96
KONYA,6955.0
KOZAA,68.5
KOZAL,23.88
KRDMD,27.62
KTLEV,58.35
LMKDC,26.06
MAVI,85.0
MGROS,495.25
MIATK,43.6
MPARK,396.5
OBAMS,47.1
ODAS,6.47
OTKAR,487.0
OYAKC,72.2
PAPIL,15.1
PEKGY,5.47
PETKM,18.95
PGSUS,220.4
REEDR,14.98
RGYAS,126.1
SAHOL,94.2
SASA,4.36
SISE,41.32
SKBNK,4.58
SMRTG,39.1
SOKM,42.32
TABGD,147.7
TAVHL,278.75
TCELL,94.15
THYAO,289.0
TKFEN,81.15
TMSN,112.9
TOASO,210.5
TSKB,12.57
TTKOM,46.22
TTRAK,761.0
TUKAS,6.89
TUPRS,152.4
TURSG,13.34
ULKER,114.7
VAKBN,23.1
VESBE,17.37
VESTL,69.4
YEOTK,51.45
YKBNK,30.38
ZOREN,4.4
