ADEL,39.82
AEFES,213.2
AGHOL,330.25
AGROT,12.17
AKBNK,54.85
AKFGY,2.14
AKFYE,18.05
AKSA,8.85
AKSEN,33.7
ALARK,93.7
ALFAS,54.05
ALTNY,89.5
ANSGR,87.0
ARCLK,138.5
ARDYZ,34.4
ASELS,67.7
ASTOR,94.9
BERA,14.15
BIMAS,466.0
BINHO,291.0
BJKAS,4.31
BRSAN,462.0
BRYAT,1962.0
BTCIM,137.5
CANTE,1.55
CCOLA,49.52
CIMSA,38.58
CLEBI,2141.0
CWENE,187.7
DOAS,207.2
DOHOL,13.76
ECILC,42.72
EGEEN,11012.5
EKGYO,11.72
ENERY,273.0
ENJSA,58.2
ENKAI,53.75
EREGL,50.3
EUPWR,35.0
FENER,105.0
FROTO,1077.0
GARAN,113.0
GESAN,51.0
GOLTS,419.5
GUBRF,209.2
HALKB,15.89
HEKTS,3.45
ISCTR,12.72
ISMEN,36.84
KARSN,13.23
KCAER,37.52
KCHOL,185.7
KLSER,33.7
KONTR,50.0
KONYA,6635.0
KOZAA,64.25
KOZAL,20.12
KRDMD,25.82
KTLEV,56.4
LMKDC,25.54
MAVI,79.05
MGROS,469.75
MIATK,44.78
MPARK,366.0
OBAMS,38.76
ODAS,6.4
OTKAR,457.75
OYAKC,63.15
PAPIL,62.5
PEKGY,4.34
PETKM,18.48
PGSUS,235.5
REEDR,15.24
RGYAS,115.3
SAHOL,86.0
SASA,3.86
SISE,40.88
SKBNK,4.2
SMRTG,40.0
SOKM,39.82
TABGD,147.8
TAVHL,260.75
TCELL,94.6
THYAO,289.75
TKFEN,81.6
TMSN,113.8
TOASO,195.6
TSKB,12.28
TTKOM,45.4
TTRAK,775.5
TUKAS,6.6
TUPRS,148.1
TURSG,13.04
ULKER,107.0
VAKBN,23.9
VESBE,17.3
VESTL,59.95
YEOTK,216.0
YKBNK,27.42
ZOREN,4.32
