ADEL,42.1
AEFES,212.2
AGHOL,327.75
AGROT,12.04
AKBNK,53.0
AKFGY,2.04
AKFYE,17.29
AKSA,8.71
AKSEN,33.76
ALARK,92.2
ALFAS,53.25
ALTNY,92.2
ANSGR,83.4
ARCLK,136.0
ARDYZ,33.9
ASELS,66.0
ASTOR,91.65
BERA,14.2
BIMAS,471.0
BINHO,283.25
BJKAS,4.29
BRSAN,466.75
BRYAT,1953.0
BTCIM,137.5
CANTE,1.54
CCOLA,46.4
CIMSA,37.0
CLEBI,2092.0
CWENE,186.0
DOAS,207.4
DOHOL,13.61
ECILC,42.16
EGEEN,11142.5
EKGYO,11.16
ENERY,269.0
ENJSA,57.9
ENKAI,55.0
EREGL,50.3
EUPWR,34.1
FENER,98.6
FROTO,1071.0
GARAN,111.8
GESAN,44.88
GOLTS,410.0
GUBRF,215.5
HALKB,15.58
HEKTS,3.39
ISCTR,12.14
ISMEN,36.0
KARSN,13.43
KCAER,37.8
KCHOL,175.2
KLSER,33.96
KONTR,48.3
KONYA,6657.5
KOZAA,63.5
KOZAL,19.59
KRDMD,26.3
KTLEV,57.5
LMKDC,25.5
MAVI,80.0
MGROS,452.0
MIATK,44.52
MPARK,357.5
OBAMS,37.78
ODAS,6.1
OTKAR,434.75
OYAKC,63.8
PAPIL,61.2
PEKGY,4.24
PETKM,18.28
PGSUS,242.0
REEDR,15.04
RGYAS,110.0
SAHOL,84.2
SASA,3.83
SISE,40.04
SKBNK,4.21
SMRTG,38.78
SOKM,39.74
TABGD,139.1
TAVHL,244.2
TCELL,95.95
THYAO,286.5
TKFEN,76.4
TMSN,113.0
TOASO,192.8
TSKB,12.45
TTKOM,45.7
TTRAK,734.0
TUKAS,6.54
TUPRS,144.0
TURSG,12.92
ULKER,110.5
VAKBN,22.7
VESBE,17.07
VESTL,59.2
YEOTK,210.8
YKBNK,26.24
ZOREN,4.24
