ADEL,35.16
AEFES,199.6
AGHOL,325.5
AGROT,13.91
AKBNK,60.85
AKFGY,2.24
AKFYE,18.52
AKSA,9.84
AKSEN,35.56
ALARK,96.35
ALFAS,50.45
ALTNY,91.1
ANSGR,93.95
ARCLK,142.9
ARDYZ,37.34
ASELS,69.45
ASTOR,94.7
BERA,15.9
BIMAS,473.5
BINHO,309.0
BJKAS,4.56
BRSAN,452.75
BRYAT,2225.0
BTCIM,152.9
CANTE,1.51
CCOLA,53.2
CIMSA,40.5
CLEBI,2124.0
CWENE,208.1
DOAS,214.0
DOHOL,14.04
ECILC,47.62
EGEEN,10635.0
EKGYO,12.66
ENERY,273.0
ENJSA,62.5
ENKAI,52.45
EREGL,25.78
EUPWR,35.22
FENER,103.8
FROTO,967.0
GARAN,120.5
GESAN,46.5
GOLTS,488.0
GUBRF,249.0
HALKB,16.25
HEKTS,4.11
ISCTR,13.63
ISMEN,40.72
KARSN,12.87
KCAER,14.25
KCHOL,200.5
KLSER,33.86
KONTR,48.02
KONYA,7042.5
KOZAA,70.45
KOZAL,22.72
KRDMD,27.44
KTLEV,60.65
LMKDC,26.16
MAVI,82.75
MGROS,483.25
MIATK,44.08
MPARK,400.0
OBAMS,43.36
ODAS,6.15
OTKAR,474.25
OYAKC,72.4
PAPIL,13.08
PEKGY,4.49
PETKM,18.34
PGSUS,217.8
REEDR,14.78
RGYAS,124.9
SAHOL,90.5
SASA,4.05
SISE,40.56
SKBNK,4.65
SMRTG,39.24
SOKM,41.04
TABGD,140.9
TAVHL,274.25
TCELL,90.55
THYAO,285.0
TKFEN,82.0
TMSN,116.0
TOASO,198.0
TSKB,12.68
TTKOM,46.04
TTRAK,778.0
TUKAS,6.82
TUPRS,147.2
TURSG,13.14
ULKER,112.1
VAKBN,23.18
VESBE,17.06
VESTL,63.85
YEOTK,55.7
YKBNK,29.64
ZOREN,4.24
