ADEL,36.06
AEFES,212.0
AGHOL,334.0
AGROT,11.77
AKBNK,60.6
AKFGY,2.23
AKFYE,18.85
AKSA,9.06
AKSEN,34.92
ALARK,96.35
ALFAS,52.9
ALTNY,88.9
ANSGR,81.85
ARCLK,142.5
ARDYZ,36.18
ASELS,68.5
ASTOR,96.55
BERA,14.74
BIMAS,468.25
BINHO,288.5
BJKAS,4.27
BRSAN,458.0
BRYAT,1998.0
BTCIM,143.7
CANTE,1.55
CCOLA,49.78
CIMSA,39.54
CLEBI,2208.0
CWENE,213.0
DOAS,210.0
DOHOL,14.23
ECILC,46.02
EGEEN,10760.0
EKGYO,12.12
ENERY,279.0
ENJSA,60.0
ENKAI,51.3
EREGL,50.1
EUPWR,35.92
FENER,113.0
FROTO,1001.0
GARAN,119.5
GESAN,48.6
GOLTS,446.75
GUBRF,229.5
HALKB,16.41
HEKTS,3.81
ISCTR,13.6
ISMEN,39.88
KARSN,12.91
KCAER,39.78
KCHOL,194.3
KLSER,36.16
KONTR,47.94
KONYA,6780.0
KOZAA,75.15
KOZAL,21.4
KRDMD,26.88
KTLEV,55.6
LMKDC,26.7
MAVI,77.3
MGROS,464.75
MIATK,43.14
MPARK,383.0
OBAMS,39.0
ODAS,6.34
OTKAR,458.25
OYAKC,66.95
PAPIL,62.1
PEKGY,4.2
PETKM,18.35
PGSUS,221.0
REEDR,14.28
RGYAS,117.4
SAHOL,91.7
SASA,4.17
SISE,40.74
SKBNK,4.27
SMRTG,38.14
SOKM,39.88
TABGD,144.0
TAVHL,270.0
TCELL,93.15
THYAO,279.5
TKFEN,82.45
TMSN,112.9
TOASO,207.5
TSKB,12.68
TTKOM,46.72
TTRAK,748.5
TUKAS,6.64
TUPRS,146.4
TURSG,12.47
ULKER,103.3
VAKBN,25.52
VESBE,16.98
VESTL,60.9
YEOTK,207.8
YKBNK,29.2
ZOREN,4.26
