ADEL,35.94
AEFES,195.6
AGHOL,328.0
AGROT,11.75
AKBNK,56.9
AKFGY,2.21
AKFYE,19.0
AKSA,8.93
AKSEN,33.66
ALARK,94.95
ALFAS,53.2
ALTNY,88.2
ANSGR,83.25
ARCLK,138.3
ARDYZ,35.5
ASELS,68.05
ASTOR,97.75
BERA,14.39
BIMAS,456.25
BINHO,281.75
BJKAS,4.24
BRSAN,451.75
BRYAT,1930.0
BTCIM,137.0
CANTE,1.54
CCOLA,49.1
CIMSA,39.54
CLEBI,2221.0
CWENE,200.5
DOAS,208.0
DOHOL,13.88
ECILC,45.56
EGEEN,10585.0
EKGYO,12.07
ENERY,274.0
ENJSA,59.5
ENKAI,50.05
EREGL,49.8
EUPWR,36.72
FENER,109.4
FROTO,1017.0
GARAN,114.7
GESAN,49.9
GOLTS,436.25
GUBRF,216.0
HALKB,16.15
HEKTS,3.47
ISCTR,13.2
ISMEN,40.04
KARSN,12.71
KCAER,39.04
KCHOL,188.6
KLSER,35.3
KONTR,49.06
KONYA,6557.5
KOZAA,74.7
KOZAL,21.56
KRDMD,26.32
KTLEV,56.0
LMKDC,26.32
MAVI,74.55
MGROS,470.5
MIATK,43.0
MPARK,358.25
OBAMS,39.0
ODAS,6.16
OTKAR,458.25
OYAKC,67.25
PAPIL,59.65
PEKGY,4.16
PETKM,17.62
PGSUS,221.5
REEDR,14.41
RGYAS,114.0
SAHOL,86.7
SASA,3.91
SISE,40.18
SKBNK,4.18
SMRTG,38.2
SOKM,39.28
TABGD,142.7
TAVHL,267.75
TCELL,96.0
THYAO,279.75
TKFEN,81.4
TMSN,111.6
TOASO,200.7
TSKB,12.48
TTKOM,46.56
TTRAK,742.0
TUKAS,6.55
TUPRS,144.9
TURSG,12.41
ULKER,102.3
VAKBN,24.94
VESBE,16.78
VESTL,58.75
YEOTK,208.5
YKBNK,28.08
ZOREN,4.22
