Date,Adj Close
2010-09-01,13.593616485595703
2010-09-02,13.792548179626465
2010-09-03,13.726240158081055
2010-09-06,13.527307510375977
2010-09-07,13.593616485595703
2010-09-08,13.593616485595703
2010-09-09,13.593616485595703
2010-09-10,13.593616485595703
2010-09-13,13.792548179626465
2010-09-14,13.925169944763184
2010-09-15,14.654582977294922
2010-09-16,14.919821739196777
2010-09-17,15.118756294250488
2010-09-20,15.383996963500977
2010-09-21,15.450309753417969
2010-09-22,15.118756294250488
2010-09-23,15.450309753417969
2010-09-24,14.986133575439453
2010-09-27,14.654582977294922
2010-09-28,14.853514671325684
2010-09-29,14.986133575439453
2010-09-30,14.986133575439453
2010-10-01,14.919821739196777
2010-10-04,15.3176851272583
2010-10-05,15.251376152038574
2010-10-06,15.251376152038574
2010-10-07,15.516615867614746
2010-10-08,15.185065269470215
2010-10-11,15.185065269470215
2010-10-12,15.118756294250488
2010-10-13,15.052446365356445
2010-10-14,14.986133575439453
2010-10-15,15.185065269470215
2010-10-18,15.3176851272583
2010-10-19,14.986133575439453
2010-10-20,14.853514671325684
2010-10-21,14.720895767211914
2010-10-22,14.853514671325684
2010-10-25,14.521964073181152
2010-10-26,14.588272094726562
2010-10-27,14.78720474243164
2010-10-28,15.185065269470215
2010-10-29,15.185065269470215
2010-11-01,14.621427536010742
2010-11-02,14.820359230041504
2010-11-03,15.052446365356445
2010-11-04,14.952978134155273
2010-11-05,14.919821739196777
2010-11-08,14.78720474243164
2010-11-09,14.820359230041504
2010-11-10,14.986133575439453
2010-11-11,15.019290924072266
2010-11-12,14.952978134155273
2010-11-15,15.085600852966309
2010-11-16,15.085600852966309
2010-11-17,15.085600852966309
2010-11-18,15.085600852966309
2010-11-19,15.085600852966309
2010-11-22,15.218221664428711
2010-11-23,14.654582977294922
2010-11-24,14.455649375915527
2010-11-25,13.991477966308594
2010-11-26,13.792548179626465
2010-11-29,13.726240158081055
2010-11-30,13.759393692016602
2010-12-01,13.759393692016602
2010-12-02,14.256719589233398
2010-12-03,14.654582977294922
2010-12-06,14.919821739196777
2010-12-07,14.78720474243164
2010-12-08,14.986133575439453
2010-12-09,15.085600852966309
2010-12-10,14.521964073181152
2010-12-13,15.019290924072266
2010-12-14,15.185065269470215
2010-12-15,15.3176851272583
2010-12-16,15.118756294250488
2010-12-17,15.649239540100098
2010-12-20,15.516615867614746
2010-12-21,14.720895767211914
2010-12-22,15.118756294250488
