,FROTO.IS
2010-09-01,5.175853252410889
2010-09-02,5.26357889175415
2010-09-03,5.219716548919678
2010-09-06,5.175853252410889
2010-09-07,5.219716548919678
2010-09-08,5.219716548919678
2010-09-09,5.219716548919678
2010-09-10,5.219716548919678
2010-09-13,5.570621013641357
2010-09-14,5.439031600952148
2010-09-15,5.439031600952148
2010-09-16,5.482894420623779
2010-09-17,5.395168781280518
2010-09-20,5.439031600952148
2010-09-21,5.439031600952148
2010-09-22,5.482894420623779
2010-09-23,5.351305961608887
2010-09-24,5.307443618774414
2010-09-27,5.351305961608887
2010-09-28,5.351305961608887
2010-09-29,5.351305961608887
2010-09-30,5.439031600952148
2010-10-01,5.526758670806885
2010-10-04,5.439031600952148
2010-10-05,5.570621013641357
2010-10-06,5.614484786987305
2010-10-07,5.614484786987305
2010-10-08,5.614484786987305
2010-10-11,5.789936065673828
2010-10-12,5.789936065673828
2010-10-13,5.8776631355285645
2010-10-14,5.8776631355285645
2010-10-15,5.833798885345459
2010-10-18,5.8776631355285645
2010-10-19,5.921525955200195
2010-10-20,5.921525955200195
2010-10-21,5.921525955200195
2010-10-22,5.8776631355285645
2010-10-25,6.00925350189209
2010-10-26,5.921525955200195
2010-10-27,5.8763251304626465
2010-10-28,5.740716457366943
2010-10-29,5.740716457366943
2010-11-01,5.695514678955078
2010-11-02,5.582508087158203
2010-11-03,5.514704704284668
2010-11-04,5.853723526000977
2010-11-05,5.76331901550293
2010-11-08,5.76331901550293
2010-11-09,5.92152738571167
2010-11-10,5.853723526000977
2010-11-11,5.944126605987549
2010-11-12,5.8763251304626465
2010-11-15,5.89892578125
2010-11-16,5.89892578125
2010-11-17,5.89892578125
2010-11-18,5.89892578125
2010-11-19,5.89892578125
2010-11-22,5.89892578125
2010-11-23,5.627711772918701
2010-11-24,5.8763251304626465
2010-11-25,5.966728210449219
2010-11-26,5.92152738571167
2010-11-29,5.740716457366943
2010-11-30,5.8763251304626465
2010-12-01,5.989329814910889
2010-12-02,5.989329814910889
2010-12-03,6.057133674621582
2010-12-06,5.966728210449219
2010-12-07,6.057133674621582
2010-12-08,6.057133674621582
2010-12-09,5.8763251304626465
2010-12-10,5.944126605987549
2010-12-13,5.944126605987549
2010-12-14,5.92152738571167
2010-12-15,5.92152738571167
2010-12-16,5.944126605987549
2010-12-17,5.89892578125
2010-12-20,5.672912120819092
2010-12-21,5.853723526000977
2010-12-22,5.853723526000977
2010-12-23,5.831121444702148
2010-12-24,5.808520793914795
2010-12-27,5.853723526000977
2010-12-28,5.89892578125
2010-12-29,5.89892578125
2010-12-30,5.92152738571167
2010-12-31,5.89892578125
2011-01-03,6.215341567993164
2011-01-04,6.350950241088867
2011-01-05,6.463955879211426
2011-01-06,6.689968585968018
2011-01-07,6.622165203094482
2011-01-10,6.486558437347412
2011-01-11,6.554360866546631
2011-01-12,6.644766330718994
2011-01-13,6.644766330718994
2011-01-14,6.576962471008301
2011-01-17,6.418753623962402
2011-01-18,6.576962471008301
2011-01-19,6.599564075469971
2011-01-20,6.418753623962402
2011-01-21,6.509157657623291
2011-01-24,6.3735504150390625
2011-01-25,6.3735504150390625
2011-01-26,6.644766330718994
2011-01-27,6.486558437347412
2011-01-28,6.260544776916504
2011-01-31,6.011931419372559
2011-02-01,6.079734802246094
2011-02-02,6.283145904541016
2011-02-03,6.441353797912598
2011-02-04,6.3735504150390625
2011-02-07,6.418753623962402
2011-02-08,6.305747985839844
2011-02-09,6.305747985839844
2011-02-10,6.170140743255615
2011-02-11,6.192741394042969
2011-02-14,6.147539138793945
2011-02-15,6.215341567993164
2011-02-16,6.215341567993164
2011-02-17,6.170140743255615
2011-02-18,6.034533977508545
2011-02-21,6.034533977508545
2011-02-22,6.170140743255615
2011-02-23,6.079734802246094
2011-02-24,5.718114852905273
2011-02-25,6.011931419372559
2011-02-28,6.124937057495117
2011-03-01,5.989329814910889
2011-03-02,6.057133674621582
2011-03-03,6.283145904541016
2011-03-04,6.260544776916504
2011-03-07,6.147539138793945
2011-03-08,6.237945079803467
2011-03-09,6.396152019500732
2011-03-10,6.237945079803467
2011-03-11,6.215341567993164
2011-03-14,6.305747985839844
2011-03-15,6.305747985839844
2011-03-16,6.305747985839844
2011-03-17,6.418753623962402
2011-03-18,6.350950241088867
2011-03-21,6.350950241088867
2011-03-22,6.3735504150390625
2011-03-23,6.396152019500732
2011-03-24,6.441353797912598
2011-03-25,6.667367935180664
2011-03-28,6.7125701904296875
2011-03-29,6.644766330718994
2011-03-30,6.667367935180664
2011-03-31,6.667367935180664
2011-04-01,6.600164890289307
2011-04-04,6.600164890289307
2011-04-05,6.720169544219971
2011-04-06,6.648166179656982
2011-04-07,6.6721673011779785
2011-04-08,6.648166179656982
2011-04-11,6.648166179656982
2011-04-12,6.6721673011779785
2011-04-13,6.86417293548584
2011-04-14,6.86417293548584
2011-04-15,6.960174560546875
2011-04-18,6.744168758392334
2011-04-19,6.76816987991333
2011-04-20,6.816172122955322
2011-04-21,6.792171955108643
2011-04-22,6.816172122955322
2011-04-25,6.86417293548584
2011-04-26,6.960174560546875
2011-04-27,7.128179550170898
2011-04-28,7.176178932189941
2011-04-29,7.344185829162598
2011-05-02,7.560190677642822
2011-05-03,7.488188743591309
2011-05-04,7.200181484222412
2011-05-05,7.176178932189941
2011-05-06,7.056177139282227
2011-05-09,7.368184566497803
2011-05-10,7.200181484222412
2011-05-11,7.1521806716918945
2011-05-12,7.248180866241455
2011-05-13,7.248180866241455
2011-05-16,6.9841742515563965
2011-05-17,7.0321760177612305
2011-05-18,6.912173271179199
2011-05-19,6.888174057006836
2011-05-20,6.76816987991333
2011-05-23,6.696166038513184
2011-05-24,6.86417293548584
2011-05-25,6.960174560546875
2011-05-26,7.056177139282227
2011-05-27,6.888174057006836
2011-05-30,6.86417293548584
2011-05-31,6.936176300048828
2011-06-01,6.888174057006836
2011-06-02,6.86417293548584
2011-06-03,6.816172122955322
2011-06-06,6.816172122955322
2011-06-07,6.960174560546875
2011-06-08,6.86417293548584
2011-06-09,6.744168758392334
2011-06-10,6.6721673011779785
2011-06-13,6.624166488647461
2011-06-14,6.480161666870117
2011-06-15,6.336158752441406
2011-06-16,6.240157604217529
2011-06-17,5.952150344848633
2011-06-20,5.928149223327637
2011-06-21,6.000150203704834
2011-06-22,6.1441545486450195
2011-06-23,6.216156005859375
2011-06-24,6.3601603507995605
2011-06-27,6.384160041809082
2011-06-28,6.528165817260742
2011-06-29,6.624166488647461
2011-06-30,6.696166038513184
2011-07-01,6.696166038513184
2011-07-04,6.76816987991333
2011-07-05,6.76816987991333
2011-07-06,6.576165199279785
2011-07-07,6.528165817260742
2011-07-08,6.480161666870117
2011-07-11,6.432161808013916
2011-07-12,6.336158752441406
2011-07-13,6.432161808013916
2011-07-14,6.408161640167236
2011-07-15,6.264156818389893
2011-07-18,6.3601603507995605
2011-07-19,6.288158416748047
2011-07-20,6.240157604217529
2011-07-21,6.168155670166016
2011-07-22,6.096153259277344
2011-07-25,5.928149223327637
2011-07-26,5.976150989532471
2011-07-27,6.216156005859375
2011-07-28,6.3601603507995605
2011-07-29,6.384160041809082
2011-08-01,6.480161666870117
2011-08-02,6.264156818389893
2011-08-03,6.168155670166016
2011-08-04,5.784145355224609
2011-08-05,5.496138095855713
2011-08-08,5.256131649017334
2011-08-09,5.112128734588623
2011-08-10,4.824121475219727
2011-08-11,5.352134704589844
2011-08-12,5.568140029907227
2011-08-15,5.880148410797119
2011-08-16,6.000150203704834
2011-08-17,5.976150989532471
2011-08-18,5.616141319274902
2011-08-19,5.664143085479736
2011-08-22,5.712143898010254
2011-08-23,5.688143730163574
2011-08-24,5.568140029907227
2011-08-25,5.496138095855713
2011-08-26,5.448137283325195
2011-08-29,5.472137928009033
2011-08-30,5.472137928009033
2011-08-31,5.472137928009033
2011-09-01,5.472137928009033
2011-09-02,5.784145355224609
2011-09-05,5.664143085479736
2011-09-06,5.688143730163574
2011-09-07,5.856147289276123
2011-09-08,5.952150344848633
2011-09-09,5.856147289276123
2011-09-12,5.832145690917969
2011-09-13,5.856147289276123
2011-09-14,6.024151802062988
2011-09-15,6.216156005859375
2011-09-16,6.336158752441406
2011-09-19,6.336158752441406
2011-09-20,6.384160041809082
2011-09-21,6.528165817260742
2011-09-22,6.216156005859375
2011-09-23,6.240157604217529
2011-09-26,6.264156818389893
2011-09-27,6.50416374206543
2011-09-28,6.528165817260742
2011-09-29,6.456161975860596
2011-09-30,6.312159061431885
2011-10-03,6.312159061431885
2011-10-04,6.240157604217529
2011-10-05,6.384160041809082
2011-10-06,6.50416374206543
2011-10-07,6.528165817260742
2011-10-10,6.50416374206543
2011-10-11,6.5521650314331055
2011-10-12,6.6721673011779785
2011-10-13,6.76816987991333
2011-10-14,6.936176300048828
2011-10-17,6.86417293548584
2011-10-18,6.84017276763916
2011-10-19,6.792171955108643
2011-10-20,6.76816987991333
2011-10-21,6.696166038513184
2011-10-24,6.576165199279785
2011-10-25,6.720169544219971
2011-10-26,6.6721673011779785
2011-10-27,6.706832408905029
2011-10-28,6.631474018096924
2011-10-31,6.45564079284668
2011-11-01,6.2044477462768555
2011-11-02,6.355162620544434
2011-11-03,6.530998229980469
2011-11-04,6.656594753265381
2011-11-07,6.656594753265381
2011-11-08,6.656594753265381
2011-11-09,6.656594753265381
2011-11-10,6.782188892364502
2011-11-11,7.05850076675415
2011-11-14,7.158979415893555
2011-11-15,7.3096923828125
2011-11-16,7.334813594818115
2011-11-17,7.3096923828125
2011-11-18,7.460409164428711
2011-11-21,7.4101691246032715
2011-11-22,7.108740329742432
2011-11-23,7.083619594573975
2011-11-24,7.083619594573975
2011-11-25,6.983142852783203
2011-11-28,6.958024978637695
2011-11-29,6.958024978637695
2011-11-30,7.133859634399414
2011-12-01,7.158979415893555
2011-12-02,7.184096813201904
2011-12-05,7.234335422515869
2011-12-06,7.209216594696045
2011-12-07,7.5357666015625
2011-12-08,7.385051727294922
2011-12-09,7.485528945922852
2011-12-12,7.460409164428711
2011-12-13,7.510645866394043
2011-12-14,7.334813594818115
2011-12-15,7.385051727294922
2011-12-16,7.435288906097412
2011-12-19,7.334813594818115
2011-12-20,7.435288906097412
2011-12-21,7.460409164428711
2011-12-22,7.485528945922852
2011-12-23,7.510645866394043
2011-12-26,7.485528945922852
2011-12-27,7.611123085021973
2011-12-28,7.736720561981201
2011-12-29,7.6864824295043945
2011-12-30,7.6864824295043945
2012-01-02,7.7618408203125
2012-01-03,7.636244297027588
2012-01-04,7.435288906097412
2012-01-05,7.334813594818115
2012-01-06,7.359930038452148
2012-01-09,7.485528945922852
2012-01-10,7.560886383056641
2012-01-11,7.78695821762085
2012-01-12,8.038150787353516
2012-01-13,8.213988304138184
2012-01-16,8.2642240524292
2012-01-17,8.74148941040039
2012-01-18,8.992681503295898
2012-01-19,8.766611099243164
2012-01-20,8.791728019714355
2012-01-23,8.565654754638672
2012-01-24,8.239105224609375
2012-01-25,8.038150787353516
2012-01-26,8.063271522521973
2012-01-27,8.038150787353516
