,FROTO.IS
2012-01-30,8.063271522521973
2012-01-31,7.987914562225342
2012-02-01,8.163747787475586
2012-02-02,8.364700317382812
2012-02-03,8.61589241027832
2012-02-06,8.590773582458496
2012-02-07,8.490297317504883
2012-02-08,8.540536880493164
2012-02-09,8.540536880493164
2012-02-10,8.565654754638672
2012-02-13,8.61589241027832
2012-02-14,8.515416145324707
2012-02-15,8.515416145324707
2012-02-16,8.490297317504883
2012-02-17,8.515416145324707
2012-02-20,8.515416145324707
2012-02-21,8.565654754638672
2012-02-22,8.364700317382812
2012-02-23,7.962792873382568
2012-02-24,8.138628005981445
2012-02-27,8.038150787353516
2012-02-28,8.08838939666748
2012-02-29,8.2642240524292
2012-03-01,8.163747787475586
2012-03-02,8.239105224609375
2012-03-05,8.239105224609375
2012-03-06,8.163747787475586
2012-03-07,8.163747787475586
2012-03-08,8.138628005981445
2012-03-09,8.138628005981445
2012-03-12,8.113509178161621
2012-03-13,8.188868522644043
2012-03-14,8.2642240524292
2012-03-15,8.289342880249023
2012-03-16,8.38982105255127
2012-03-19,8.239105224609375
2012-03-20,8.163747787475586
2012-03-21,8.188868522644043
2012-03-22,8.213988304138184
2012-03-23,8.188868522644043
2012-03-26,8.188868522644043
2012-03-27,8.188868522644043
2012-03-28,8.213988304138184
2012-03-29,8.188868522644043
2012-03-30,8.440058708190918
2012-04-02,8.573603630065918
2012-04-03,8.653732299804688
2012-04-04,8.520185470581055
2012-04-05,8.627022743225098
2012-04-06,8.440058708190918
2012-04-09,8.493474960327148
2012-04-10,8.680439949035645
2012-04-11,8.760565757751465
2012-04-12,8.573603630065918
2012-04-13,8.707148551940918
2012-04-16,8.600311279296875
2012-04-17,8.627022743225098
2012-04-18,8.680439949035645
2012-04-19,8.546895027160645
2012-04-20,8.573603630065918
2012-04-23,8.573603630065918
2012-04-24,8.493474960327148
2012-04-25,8.146258354187012
2012-04-26,8.226387023925781
2012-04-27,8.466767311096191
2012-04-30,8.627022743225098
2012-05-01,8.627022743225098
2012-05-02,8.493474960327148
2012-05-03,8.573603630065918
2012-05-04,8.680439949035645
2012-05-07,8.760565757751465
2012-05-08,8.573603630065918
2012-05-09,8.546895027160645
2012-05-10,8.653732299804688
2012-05-11,8.680439949035645
2012-05-14,8.707148551940918
2012-05-15,8.600311279296875
2012-05-16,8.627022743225098
2012-05-17,8.680439949035645
2012-05-18,8.707148551940918
2012-05-21,8.733858108520508
2012-05-22,8.813983917236328
2012-05-23,8.867403030395508
2012-05-24,8.813983917236328
2012-05-25,8.707148551940918
2012-05-28,8.600311279296875
2012-05-29,8.627022743225098
2012-05-30,8.787277221679688
2012-05-31,8.627022743225098
2012-06-01,8.733858108520508
2012-06-04,8.680439949035645
2012-06-05,8.573603630065918
2012-06-06,8.627022743225098
2012-06-07,8.653732299804688
2012-06-08,8.573603630065918
2012-06-11,8.546895027160645
2012-06-12,8.520185470581055
2012-06-13,8.573603630065918
2012-06-14,8.466767311096191
2012-06-15,8.546895027160645
2012-06-18,8.600311279296875
2012-06-19,8.627022743225098
2012-06-20,8.493474960327148
2012-06-21,8.627022743225098
2012-06-22,8.653732299804688
2012-06-25,8.600311279296875
2012-06-26,8.680439949035645
2012-06-27,8.573603630065918
2012-06-28,8.680439949035645
2012-06-29,8.760565757751465
2012-07-02,8.760565757751465
2012-07-03,8.707148551940918
2012-07-04,8.680439949035645
2012-07-05,8.627022743225098
2012-07-06,8.600311279296875
2012-07-09,8.760565757751465
2012-07-10,8.760565757751465
2012-07-11,8.733858108520508
2012-07-12,8.760565757751465
2012-07-13,8.787277221679688
2012-07-16,8.867403030395508
2012-07-17,8.894113540649414
2012-07-18,9.081075668334961
2012-07-19,9.455001831054688
2012-07-20,9.37487506866455
2012-07-23,9.348164558410645
2012-07-24,9.32145881652832
2012-07-25,9.40158462524414
2012-07-26,9.214621543884277
2012-07-27,9.348164558410645
2012-07-30,9.455001831054688
2012-07-31,9.214621543884277
2012-08-01,9.214621543884277
2012-08-02,9.268038749694824
2012-08-03,9.214621543884277
2012-08-06,9.214621543884277
2012-08-07,9.161202430725098
2012-08-08,9.134490966796875
2012-08-09,9.134490966796875
2012-08-10,9.134490966796875
2012-08-13,9.054367065429688
2012-08-14,8.974239349365234
2012-08-15,8.974239349365234
2012-08-16,8.974239349365234
2012-08-17,8.974239349365234
2012-08-20,8.974239349365234
2012-08-21,8.974239349365234
2012-08-22,9.161202430725098
2012-08-23,9.081075668334961
2012-08-24,9.054367065429688
2012-08-27,9.107784271240234
2012-08-28,9.187911987304688
2012-08-29,9.214621543884277
2012-08-30,9.214621543884277
2012-08-31,9.53512954711914
2012-09-03,9.37487506866455
2012-09-04,9.294747352600098
2012-09-05,9.268038749694824
2012-09-06,9.294747352600098
2012-09-07,9.348164558410645
2012-09-10,9.561837196350098
2012-09-11,9.53512954711914
2012-09-12,9.748801231384277
2012-09-13,9.85563850402832
2012-09-14,10.04259967803955
2012-09-17,9.909053802490234
2012-09-18,9.93576717376709
2012-09-19,9.96247386932373
2012-09-20,10.09601879119873
2012-09-21,10.015891075134277
2012-09-24,9.802220344543457
2012-09-25,9.722092628479004
2012-09-26,9.641965866088867
2012-09-27,9.561837196350098
2012-09-28,9.93576717376709
2012-10-01,9.775510787963867
2012-10-02,9.775510787963867
2012-10-03,9.668675422668457
2012-10-04,9.695382118225098
2012-10-05,9.748801231384277
2012-10-08,9.748801231384277
2012-10-09,9.775510787963867
2012-10-10,9.775510787963867
2012-10-11,9.85563850402832
2012-10-12,9.85563850402832
2012-10-15,9.82892894744873
2012-10-16,9.909053802490234
2012-10-17,9.82892894744873
2012-10-18,9.85563850402832
2012-10-19,9.909053802490234
2012-10-22,9.96247386932373
2012-10-23,9.96247386932373
2012-10-24,9.96247386932373
2012-10-25,9.96247386932373
2012-10-26,9.96247386932373
2012-10-29,9.96247386932373
2012-10-30,10.09601879119873
2012-10-31,10.178999900817871
2012-11-01,10.206661224365234
2012-11-02,9.957716941833496
2012-11-05,10.206661224365234
2012-11-06,10.178999900817871
2012-11-07,10.206661224365234
2012-11-08,10.234320640563965
2012-11-09,10.261979103088379
2012-11-12,10.15134048461914
2012-11-13,10.09601879119873
2012-11-14,10.013039588928223
2012-11-15,9.930057525634766
2012-11-16,9.847075462341309
2012-11-19,9.459829330444336
2012-11-20,9.542813301086426
2012-11-21,9.404510498046875
2012-11-22,9.404510498046875
2012-11-23,9.736434936523438
2012-11-26,9.681113243103027
2012-11-27,9.65345573425293
2012-11-28,9.70877456665039
2012-11-29,10.068358421325684
2012-11-30,10.123680114746094
2012-12-03,10.15134048461914
2012-12-04,10.178999900817871
2012-12-05,10.289643287658691
2012-12-06,11.008810997009277
2012-12-07,11.257756233215332
2012-12-10,11.091790199279785
2012-12-11,10.870508193969727
2012-12-12,10.704547882080078
2012-12-13,10.73220443725586
2012-12-14,10.593905448913574
2012-12-17,10.593905448913574
2012-12-18,11.119451522827148
2012-12-19,11.562016487121582
2012-12-20,11.78330135345459
2012-12-21,11.34073257446289
2012-12-24,11.562016487121582
2012-12-25,11.866281509399414
2012-12-26,11.838618278503418
2012-12-27,11.893939018249512
2012-12-28,11.893939018249512
2012-12-31,11.838618278503418
2013-01-01,11.838618278503418
2013-01-02,11.810959815979004
2013-01-03,11.589676856994629
2013-01-04,11.3960542678833
2013-01-07,11.755637168884277
2013-01-08,11.34073257446289
2013-01-09,11.562016487121582
2013-01-10,11.589676856994629
2013-01-11,11.700318336486816
2013-01-14,11.700318336486816
2013-01-15,11.921599388122559
2013-01-16,11.976920127868652
2013-01-17,12.05990219116211
2013-01-18,12.004582405090332
2013-01-21,11.976920127868652
2013-01-22,12.004582405090332
2013-01-23,12.05990219116211
2013-01-24,12.142884254455566
2013-01-25,12.032240867614746
2013-01-28,11.893939018249512
2013-01-29,11.893939018249512
2013-01-30,11.534355163574219
2013-01-31,11.064131736755371
2013-02-01,11.34073257446289
2013-02-04,11.285412788391113
2013-02-05,11.257756233215332
2013-02-06,11.313074111938477
2013-02-07,11.147112846374512
2013-02-08,11.202433586120605
2013-02-11,11.119451522827148
2013-02-12,11.147112846374512
2013-02-13,11.285412788391113
2013-02-14,11.313074111938477
2013-02-15,11.230093002319336
2013-02-18,11.174775123596191
2013-02-19,11.008810997009277
2013-02-20,10.953490257263184
2013-02-21,10.870508193969727
2013-02-22,10.981149673461914
2013-02-25,10.981149673461914
2013-02-26,10.759866714477539
2013-02-27,11.3960542678833
2013-02-28,11.72797966003418
2013-03-01,11.976920127868652
2013-03-04,12.198202133178711
2013-03-05,12.25352668762207
2013-03-06,12.308845520019531
2013-03-07,12.66843032836914
2013-03-08,12.834392547607422
2013-03-11,12.723748207092285
2013-03-12,13.249300003051758
2013-03-13,12.779068946838379
2013-03-14,12.419487953186035
2013-03-15,12.862053871154785
2013-03-18,12.889713287353516
2013-03-19,12.751410484313965
2013-03-20,12.502467155456543
2013-03-21,12.779068946838379
2013-03-22,13.249300003051758
2013-03-25,13.553557395935059
2013-03-26,13.830164909362793
2013-03-27,13.940805435180664
2013-03-28,14.383369445800781
2013-03-29,14.54932975769043
2013-04-01,14.936575889587402
2013-04-02,14.659974098205566
2013-04-03,14.291259765625
2013-04-04,13.633859634399414
2013-04-05,13.605279922485352
2013-04-08,13.633859634399414
2013-04-09,13.633859634399414
2013-04-10,13.376617431640625
2013-04-11,13.490949630737305
2013-04-12,13.805354118347168
2013-04-15,14.205509185791016
2013-04-16,13.94826889038086
2013-04-17,14.40558910369873
2013-04-18,14.519917488098145
2013-04-19,14.291259765625
2013-04-22,14.17692756652832
2013-04-23,14.17692756652832
2013-04-24,13.891100883483887
2013-04-25,13.74819278717041
2013-04-26,13.94826889038086
2013-04-29,14.005430221557617
2013-04-30,14.234097480773926
2013-05-01,14.234097480773926
2013-05-02,14.634247779846191
2013-05-03,14.862910270690918
2013-05-06,15.320229530334473
2013-05-07,15.548890113830566
2013-05-08,15.548890113830566
2013-05-09,15.320229530334473
2013-05-10,15.148731231689453
2013-05-13,15.434561729431152
2013-05-14,16.006210327148438
2013-05-15,15.720382690429688
2013-05-16,15.66322135925293
2013-05-17,15.720382690429688
2013-05-20,15.94904613494873
2013-05-21,16.292036056518555
2013-05-22,17.035179138183594
2013-05-23,16.692190170288086
2013-05-24,16.52069854736328
2013-05-27,16.52069854736328
2013-05-28,16.349199295043945
2013-05-29,16.063373565673828
2013-05-30,16.120540618896484
2013-05-31,16.292036056518555
2013-06-03,13.94826889038086
2013-06-04,14.920076370239258
2013-06-05,14.748578071594238
2013-06-06,13.548115730285645
2013-06-07,13.94826889038086
2013-06-10,13.776773452758789
2013-06-11,14.462751388549805
2013-06-12,14.519917488098145
2013-06-13,14.291259765625
2013-06-14,14.40558910369873
2013-06-17,13.891100883483887
2013-06-18,13.605279922485352
2013-06-19,13.719608306884766
2013-06-20,12.490560531616211
2013-06-21,12.862133026123047
2013-06-24,12.833550453186035
2013-06-25,13.262290954589844
2013-06-26,13.719608306884766
2013-06-27,14.577081680297852
2013-06-28,15.205897331237793
2013-07-01,15.148731231689453
2013-07-02,15.091567039489746
2013-07-03,14.805746078491211
2013-07-04,15.148731231689453
2013-07-05,14.805746078491211
2013-07-08,14.748578071594238
2013-07-09,14.805746078491211
2013-07-10,14.577081680297852
2013-07-11,15.148731231689453
2013-07-12,15.66322135925293
2013-07-15,16.463529586791992
2013-07-16,16.063373565673828
2013-07-17,16.463529586791992
2013-07-18,16.006210327148438
2013-07-19,16.006210327148438
2013-07-22,16.006210327148438
2013-07-23,16.063373565673828
2013-07-24,16.120540618896484
2013-07-25,15.777549743652344
2013-07-26,15.720382690429688
2013-07-29,15.777549743652344
2013-07-30,15.834716796875
2013-07-31,15.834716796875
2013-08-01,15.891878128051758
2013-08-02,15.834716796875
2013-08-05,16.120540618896484
2013-08-06,16.349199295043945
2013-08-07,16.17770767211914
2013-08-08,16.349199295043945
2013-08-09,16.349199295043945
2013-08-12,16.463529586791992
2013-08-13,16.406368255615234
2013-08-14,16.863685607910156
2013-08-15,16.692190170288086
2013-08-16,17.14950942993164
2013-08-19,16.920848846435547
2013-08-20,16.406368255615234
2013-08-21,16.006210327148438
2013-08-22,16.006210327148438
2013-08-23,15.606058120727539
2013-08-26,15.320229530334473
2013-08-27,13.433781623840332
2013-08-28,14.291259765625
2013-08-29,14.577081680297852
2013-08-30,14.577081680297852
2013-09-02,15.148731231689453
2013-09-03,14.17692756652832
2013-09-04,14.17692756652832
2013-09-05,13.833937644958496
2013-09-06,13.833937644958496
2013-09-09,14.491338729858398
2013-09-10,15.434561729431152
2013-09-11,15.377395629882812
2013-09-12,15.891878128051758
2013-09-13,16.120540618896484
2013-09-16,16.349199295043945
2013-09-17,16.57785987854004
2013-09-18,16.863685607910156
2013-09-19,17.892658233642578
2013-09-20,16.863685607910156
2013-09-23,16.920848846435547
2013-09-24,17.035179138183594
2013-09-25,16.635025024414062
2013-09-26,16.120540618896484
2013-09-27,16.006210327148438
2013-09-30,15.891878128051758
2013-10-01,16.406368255615234
2013-10-02,16.234872817993164
2013-10-03,16.17770767211914
2013-10-04,16.063373565673828
2013-10-07,16.234872817993164
2013-10-08,15.94904613494873
2013-10-09,15.834716796875
2013-10-10,16.234872817993164
2013-10-11,16.292036056518555
2013-10-14,16.57785987854004
2013-10-15,16.292036056518555
2013-10-16,16.292036056518555
2013-10-17,16.292036056518555
2013-10-18,16.292036056518555
2013-10-21,16.692190170288086
2013-10-22,16.74935531616211
2013-10-23,16.806522369384766
2013-10-24,16.74935531616211
2013-10-25,16.57785987854004
2013-10-28,16.463529586791992
2013-10-29,16.463529586791992
2013-10-30,16.292036056518555
2013-10-31,16.063373565673828
2013-11-01,15.66322135925293
2013-11-04,15.548890113830566
2013-11-05,15.034406661987305
2013-11-06,14.977242469787598
2013-11-07,15.320229530334473
2013-11-08,14.977242469787598
2013-11-11,14.519917488098145
2013-11-12,14.148345947265625
2013-11-13,13.94826889038086
2013-11-14,14.462751388549805
2013-11-15,14.577081680297852
2013-11-18,14.805746078491211
2013-11-19,14.862910270690918
2013-11-20,14.862910270690918
2013-11-21,14.691417694091797
2013-11-22,14.805746078491211
2013-11-25,15.091567039489746
2013-11-26,14.920076370239258
2013-11-27,14.577081680297852
2013-11-28,14.519917488098145
2013-11-29,14.862910270690918
2013-12-02,14.862910270690918
2013-12-03,14.234097480773926
2013-12-04,14.234097480773926
2013-12-05,13.94826889038086
2013-12-06,14.291259765625
2013-12-09,14.691417694091797
2013-12-10,14.348427772521973
2013-12-11,14.462751388549805
2013-12-12,14.348427772521973
2013-12-13,14.348427772521973
2013-12-16,14.634247779846191
2013-12-17,14.119768142700195
2013-12-18,14.148345947265625
2013-12-19,14.062599182128906
2013-12-20,13.691028594970703
2013-12-23,13.233707427978516
2013-12-24,13.576696395874023
2013-12-25,13.005046844482422
2013-12-26,12.97646713256836
2013-12-27,13.09079360961914
2013-12-30,13.662445068359375
2013-12-31,12.97646713256836
2014-01-01,12.97646713256836
2014-01-02,13.033626556396484
2014-01-03,13.062210083007812
2014-01-06,13.719608306884766
2014-01-07,13.691028594970703
2014-01-08,13.29086971282959
2014-01-09,12.833550453186035
2014-01-10,12.862133026123047
2014-01-13,12.747802734375
2014-01-14,12.719221115112305
2014-01-15,12.80496597290039
2014-01-16,12.376230239868164
2014-01-17,11.918911933898926
2014-01-20,11.775996208190918
2014-01-21,11.775996208190918
2014-01-22,11.861745834350586
2014-01-23,11.518756866455078
2014-01-24,11.09001350402832
2014-01-27,11.09001350402832
2014-01-28,11.347258567810059
2014-01-29,11.232930183410645
2014-01-30,11.232930183410645
2014-01-31,11.290093421936035
2014-02-03,11.032851219177246
2014-02-04,11.347258567810059
2014-02-05,11.118599891662598
2014-02-06,11.347258567810059
2014-02-07,11.347258567810059
2014-02-10,11.232930183410645
2014-02-11,11.290093421936035
2014-02-12,11.261513710021973
2014-02-13,11.14718246459961
2014-02-14,11.232930183410645
2014-02-17,11.290093421936035
2014-02-18,11.261513710021973
2014-02-19,11.204347610473633
2014-02-20,11.204347610473633
2014-02-21,11.232930183410645
2014-02-24,11.232930183410645
2014-02-25,11.06143569946289
2014-02-26,10.861355781555176
2014-02-27,10.94710636138916
2014-02-28,11.175763130187988
2014-03-03,10.604113578796387
2014-03-04,10.575531005859375
2014-03-05,10.489784240722656
2014-03-06,10.604113578796387
2014-03-07,10.404035568237305
2014-03-10,10.289705276489258
2014-03-11,10.747024536132812
2014-03-12,10.461202621459961
2014-03-13,10.689864158630371
2014-03-14,10.747024536132812
2014-03-17,11.118599891662598
2014-03-18,10.975687026977539
2014-03-19,10.94710636138916
2014-03-20,10.804191589355469
2014-03-21,10.861355781555176
2014-03-24,10.747024536132812
2014-03-25,10.747024536132812
2014-03-26,10.918521881103516
