,GARAN.IS
2010-12-27,5.667762756347656
2010-12-28,5.667762756347656
2010-12-29,5.725013256072998
2010-12-30,5.710700988769531
2010-12-31,5.596199989318848
2011-01-03,5.710700988769531
2011-01-04,5.810887813568115
2011-01-05,5.868137836456299
2011-01-06,5.911076545715332
2011-01-07,5.85382604598999
2011-01-10,5.739326000213623
2011-01-11,5.667762756347656
2011-01-12,5.667762756347656
2011-01-13,5.710700988769531
2011-01-14,5.710700988769531
2011-01-17,5.496011734008789
2011-01-18,5.410136699676514
2011-01-19,5.4387617111206055
2011-01-20,5.30994987487793
2011-01-21,5.410136699676514
2011-01-24,5.33857536315918
2011-01-25,5.267012119293213
2011-01-26,5.352888107299805
2011-01-27,5.267012119293213
2011-01-28,5.052323818206787
2011-01-31,5.109573841094971
2011-02-01,5.224074363708496
2011-02-02,5.28132438659668
2011-02-03,5.1238861083984375
2011-02-04,5.424449920654297
2011-02-07,5.324262619018555
2011-02-08,5.33857536315918
2011-02-09,5.33857536315918
2011-02-10,5.209762096405029
2011-02-11,5.238386631011963
2011-02-14,5.238386631011963
2011-02-15,5.252699851989746
2011-02-16,5.324262619018555
2011-02-17,5.524637699127197
2011-02-18,5.538949966430664
2011-02-21,5.453074932098389
2011-02-22,5.453074932098389
2011-02-23,5.28132438659668
2011-02-24,5.080948829650879
2011-02-25,5.1381988525390625
2011-02-28,5.066636085510254
2011-03-01,4.780385494232178
2011-03-02,4.909198760986328
2011-03-03,5.052323818206787
2011-03-04,5.095262050628662
2011-03-07,4.952136516571045
2011-03-08,5.152512550354004
2011-03-09,5.33857536315918
2011-03-10,5.410136699676514
2011-03-11,5.424449920654297
2011-03-14,5.4816999435424805
2011-03-15,5.4673871994018555
2011-03-16,5.410136699676514
2011-03-17,5.324262619018555
2011-03-18,5.395824432373047
2011-03-21,5.3815131187438965
2011-03-22,5.4387617111206055
2011-03-23,5.28132438659668
2011-03-24,5.33857536315918
2011-03-25,5.367199897766113
2011-03-28,5.33857536315918
2011-03-29,5.224074363708496
2011-03-30,5.238386631011963
2011-03-31,5.166823863983154
2011-04-01,5.252699851989746
2011-04-04,5.496011734008789
2011-04-05,5.6534504890441895
2011-04-06,5.696389198303223
2011-04-07,5.882451057434082
2011-04-08,5.624825477600098
2011-04-11,5.621701240539551
2011-04-12,5.636265754699707
2011-04-13,5.679957866668701
2011-04-14,5.665392875671387
2011-04-15,5.694520950317383
2011-04-18,5.563445091247559
2011-04-19,5.607137680053711
2011-04-20,5.607137680053711
2011-04-21,5.636265754699707
2011-04-22,5.665392875671387
2011-04-25,5.709085464477539
2011-04-26,5.679957866668701
2011-04-27,5.5925726890563965
2011-04-28,5.621701240539551
2011-04-29,5.767341613769531
2011-05-02,5.811033725738525
2011-05-03,5.927545547485352
2011-05-04,5.869288921356201
2011-05-05,5.898416996002197
2011-05-06,5.723649978637695
2011-05-09,5.679957866668701
2011-05-10,5.5488810539245605
2011-05-11,5.388677597045898
2011-05-12,5.403242588043213
2011-05-13,5.301293849945068
2011-05-16,5.286729335784912
2011-05-17,5.315857410430908
2011-05-18,5.15565299987793
2011-05-19,5.15565299987793
2011-05-20,5.024578094482422
2011-05-23,5.010014057159424
2011-05-24,5.213909149169922
2011-05-25,5.15565299987793
2011-05-26,5.15565299987793
2011-05-27,4.9808855056762695
2011-05-30,4.9808855056762695
2011-05-31,5.199345111846924
2011-06-01,5.199345111846924
2011-06-02,5.199345111846924
2011-06-03,5.184782028198242
2011-06-06,5.243038177490234
2011-06-07,5.388677597045898
2011-06-08,5.403242588043213
2011-06-09,5.3741135597229
2011-06-10,5.388677597045898
2011-06-13,5.388677597045898
2011-06-14,5.184782028198242
2011-06-15,5.053705215454102
2011-06-16,5.039141654968262
2011-06-17,5.11196231842041
2011-06-20,5.068269729614258
2011-06-21,5.097397804260254
2011-06-22,5.11196231842041
2011-06-23,5.257601261138916
2011-06-24,5.388677597045898
2011-06-27,5.272165775299072
2011-06-28,5.388677597045898
2011-06-29,5.359549522399902
2011-06-30,5.359549522399902
2011-07-01,5.3741135597229
2011-07-04,5.461497783660889
2011-07-05,5.476061820983887
2011-07-06,5.3449859619140625
2011-07-07,5.5488810539245605
2011-07-08,5.519753456115723
2011-07-11,5.403242588043213
2011-07-12,5.315857410430908
2011-07-13,5.3449859619140625
2011-07-14,5.359549522399902
2011-07-15,5.359549522399902
2011-07-18,5.272165775299072
2011-07-19,5.257601261138916
2011-07-20,5.272165775299072
2011-07-21,5.257601261138916
2011-07-22,5.11196231842041
2011-07-25,5.22847318649292
2011-07-26,5.272165775299072
2011-07-27,5.315857410430908
2011-07-28,5.417806148529053
2011-07-29,5.417806148529053
2011-08-01,5.388677597045898
2011-08-02,5.403242588043213
2011-08-03,5.505188941955566
2011-08-04,5.22847318649292
2011-08-05,5.010014057159424
2011-08-08,4.558529853820801
2011-08-09,4.660477638244629
2011-08-10,4.442018032073975
2011-08-11,4.427453994750977
2011-08-12,4.369197845458984
2011-08-15,4.5294013023376465
2011-08-16,4.558529853820801
2011-08-17,4.587657928466797
2011-08-18,4.281813621520996
2011-08-19,4.4565815925598145
2011-08-22,4.514837741851807
2011-08-23,4.442018032073975
2011-08-24,4.514837741851807
2011-08-25,4.471146106719971
2011-08-26,4.543965816497803
2011-08-29,4.558529853820801
2011-08-30,4.558529853820801
2011-08-31,4.558529853820801
2011-09-01,4.558529853820801
2011-09-02,4.704170227050781
2011-09-05,4.558529853820801
2011-09-06,4.645914077758789
2011-09-07,4.689606189727783
2011-09-08,4.864373683929443
2011-09-09,4.7915544509887695
2011-09-12,4.806118011474609
2011-09-13,4.878937721252441
2011-09-14,4.849809646606445
2011-09-15,4.95175838470459
2011-09-16,5.053705215454102
2011-09-19,5.082834243774414
2011-09-20,5.476061820983887
2011-09-21,5.417806148529053
2011-09-22,5.082834243774414
2011-09-23,4.9663214683532715
2011-09-26,4.9808855056762695
2011-09-27,5.14108943939209
2011-09-28,5.257601261138916
2011-09-29,5.359549522399902
2011-09-30,5.272165775299072
2011-10-03,5.170217990875244
2011-10-04,4.9663214683532715
2011-10-05,4.937193870544434
2011-10-06,4.849809646606445
2011-10-07,4.762425899505615
2011-10-10,4.864373683929443
2011-10-11,4.937193870544434
2011-10-12,5.024578094482422
2011-10-13,4.908066272735596
2011-10-14,5.039141654968262
2011-10-17,4.9663214683532715
2011-10-18,4.9663214683532715
2011-10-19,4.878937721252441
2011-10-20,4.602221965789795
2011-10-21,4.689606189727783
2011-10-24,4.616786003112793
2011-10-25,4.616786003112793
2011-10-26,4.543965816497803
2011-10-27,4.645914077758789
2011-10-28,4.631350040435791
2011-10-31,4.5294013023376465
2011-11-01,4.471146106719971
2011-11-02,4.616786003112793
2011-11-03,4.675042152404785
2011-11-04,4.660477638244629
2011-11-07,4.660477638244629
2011-11-08,4.660477638244629
2011-11-09,4.660477638244629
2011-11-10,4.675042152404785
2011-11-11,4.7769904136657715
2011-11-14,4.704170227050781
2011-11-15,4.675042152404785
2011-11-16,4.645914077758789
2011-11-17,4.500273704528809
2011-11-18,4.4857096672058105
2011-11-21,4.325506210327148
2011-11-22,4.281813621520996
2011-11-23,4.238122463226318
2011-11-24,4.208993911743164
2011-11-25,4.340070724487305
2011-11-28,4.3983259201049805
2011-11-29,4.340070724487305
2011-11-30,4.514837741851807
2011-12-01,4.427453994750977
2011-12-02,4.514837741851807
2011-12-05,4.616786003112793
2011-12-06,4.573094844818115
2011-12-07,4.631350040435791
2011-12-08,4.4565815925598145
2011-12-09,4.5294013023376465
2011-12-12,4.427453994750977
2011-12-13,4.3983259201049805
2011-12-14,4.2672505378723145
2011-12-15,4.383762359619141
2011-12-16,4.383762359619141
2011-12-19,4.2672505378723145
2011-12-20,4.383762359619141
2011-12-21,4.325506210327148
2011-12-22,4.281813621520996
2011-12-23,4.325506210327148
2011-12-26,4.3983259201049805
2011-12-27,4.383762359619141
2011-12-28,4.296378135681152
2011-12-29,4.354633808135986
2011-12-30,4.369197845458984
2012-01-02,4.325506210327148
2012-01-03,4.4857096672058105
2012-01-04,4.340070724487305
2012-01-05,4.2672505378723145
2012-01-06,4.092482566833496
2012-01-09,4.034226417541504
2012-01-10,4.048790454864502
2012-01-11,4.194429874420166
2012-01-12,4.194429874420166
2012-01-13,4.121609210968018
2012-01-16,4.238122463226318
2012-01-17,4.340070724487305
2012-01-18,4.543965816497803
2012-01-19,4.587657928466797
2012-01-20,4.587657928466797
2012-01-23,4.616786003112793
2012-01-24,4.573094844818115
2012-01-25,4.573094844818115
2012-01-26,4.7769904136657715
2012-01-27,4.7915544509887695
2012-01-30,4.820681571960449
2012-01-31,4.675042152404785
2012-02-01,4.878937721252441
2012-02-02,4.995450019836426
2012-02-03,5.010014057159424
2012-02-06,5.097397804260254
2012-02-07,5.024578094482422
2012-02-08,5.039141654968262
2012-02-09,4.9226298332214355
2012-02-10,4.7915544509887695
2012-02-13,4.937193870544434
2012-02-14,4.864373683929443
2012-02-15,4.878937721252441
2012-02-16,4.878937721252441
2012-02-17,4.937193870544434
2012-02-20,4.95175838470459
2012-02-21,4.9226298332214355
2012-02-22,4.849809646606445
2012-02-23,4.718734264373779
2012-02-24,4.747862339019775
2012-02-27,4.718734264373779
2012-02-28,4.7769904136657715
2012-02-29,4.835245609283447
2012-03-01,4.878937721252441
2012-03-02,4.9226298332214355
2012-03-05,4.7769904136657715
2012-03-06,4.747862339019775
2012-03-07,4.820681571960449
2012-03-08,4.762425899505615
2012-03-09,4.733297348022461
2012-03-12,4.689606189727783
2012-03-13,4.733297348022461
2012-03-14,4.849809646606445
2012-03-15,4.893500804901123
2012-03-16,5.024578094482422
2012-03-19,5.097397804260254
2012-03-20,5.010014057159424
2012-03-21,4.9808855056762695
2012-03-22,4.9663214683532715
2012-03-23,4.937193870544434
2012-03-26,5.068269729614258
2012-03-27,5.11196231842041
2012-03-28,5.068269729614258
2012-03-29,5.024578094482422
2012-03-30,5.14108943939209
2012-04-02,5.301293849945068
2012-04-03,5.330421447753906
2012-04-04,5.257601261138916
2012-04-05,5.12652587890625
2012-04-06,5.010014057159424
2012-04-09,5.039141654968262
2012-04-10,4.95175838470459
2012-04-11,5.053705215454102
2012-04-12,5.082834243774414
2012-04-13,5.053705215454102
2012-04-16,5.068269729614258
2012-04-17,5.12652587890625
2012-04-18,5.010014057159424
2012-04-19,4.995450019836426
2012-04-20,4.995450019836426
2012-04-23,4.995450019836426
2012-04-24,4.878937721252441
2012-04-25,4.849809646606445
2012-04-26,4.908066272735596
2012-04-27,4.835245609283447
2012-04-30,4.704170227050781
2012-05-01,4.704170227050781
2012-05-02,4.602221965789795
2012-05-03,4.660477638244629
2012-05-04,4.616786003112793
2012-05-07,4.602221965789795
2012-05-08,4.587657928466797
2012-05-09,4.5294013023376465
2012-05-10,4.558529853820801
2012-05-11,4.573094844818115
2012-05-14,4.427453994750977
2012-05-15,4.3983259201049805
2012-05-16,4.4857096672058105
2012-05-17,4.369197845458984
2012-05-18,4.427453994750977
2012-05-21,4.3983259201049805
2012-05-22,4.4565815925598145
2012-05-23,4.31094217300415
2012-05-24,4.325506210327148
2012-05-25,4.2672505378723145
2012-05-28,4.299241065979004
2012-05-29,4.433591842651367
2012-05-30,4.433591842651367
2012-05-31,4.463447093963623
2012-06-01,4.478376388549805
2012-06-04,4.55301570892334
2012-06-05,4.582871437072754
2012-06-06,4.642582416534424
2012-06-07,4.717222213745117
2012-06-08,4.821718215942383
2012-06-11,4.7470784187316895
2012-06-12,4.821718215942383
2012-06-13,4.7918620109558105
2012-06-14,4.806789875030518
2012-06-15,4.806789875030518
2012-06-18,4.762005805969238
2012-06-19,4.911284923553467
2012-06-20,4.92621374130249
2012-06-21,5.0456366539001465
2012-06-22,5.0456366539001465
2012-06-25,4.970997333526611
2012-06-26,5.0754923820495605
2012-06-27,5.150131702423096
2012-06-28,5.135204315185547
2012-06-29,5.299410820007324
2012-07-02,5.209843635559082
2012-07-03,5.299410820007324
2012-07-04,5.3292670249938965
2012-07-05,5.17998743057251
2012-07-06,5.209843635559082
2012-07-09,5.165060043334961
2012-07-10,5.269555568695068
2012-07-11,5.3143391609191895
2012-07-12,5.209843635559082
2012-07-13,5.224771499633789
2012-07-16,5.239699840545654
2012-07-17,5.209843635559082
2012-07-18,5.224771499633789
2012-07-19,5.17998743057251
2012-07-20,5.135204315185547
2012-07-23,5.000853061676025
2012-07-24,5.090420722961426
2012-07-25,5.105348110198975
2012-07-26,5.344195365905762
2012-07-27,5.344195365905762
2012-07-30,5.374051094055176
2012-07-31,5.224771499633789
2012-08-01,5.224771499633789
2012-08-02,5.239699840545654
2012-08-03,5.40390682220459
2012-08-06,5.433762550354004
2012-08-07,5.3292670249938965
2012-08-08,5.284482955932617
2012-08-09,5.3143391609191895
2012-08-10,5.418834686279297
2012-08-13,5.433762550354004
2012-08-14,5.374051094055176
2012-08-15,5.448690414428711
2012-08-16,5.508402347564697
2012-08-17,5.642752647399902
2012-08-20,5.642752647399902
2012-08-21,5.642752647399902
2012-08-22,5.732320308685303
2012-08-23,5.717392921447754
2012-08-24,5.657680988311768
2012-08-27,5.657680988311768
2012-08-28,5.702465057373047
2012-08-29,5.717392921447754
2012-08-30,5.717392921447754
2012-08-31,5.821887969970703
2012-09-03,5.8069610595703125
2012-09-04,5.792032241821289
2012-09-05,5.881600379943848
2012-09-06,5.821887969970703
2012-09-07,5.866672039031982
2012-09-10,5.836816310882568
2012-09-11,5.851745128631592
2012-09-12,5.851745128631592
2012-09-13,5.68753719329834
2012-09-14,5.792032241821289
2012-09-17,5.732320308685303
2012-09-18,5.6278252601623535
2012-09-19,5.553185939788818
2012-09-20,5.5382585525512695
2012-09-21,5.657680988311768
2012-09-24,5.553185939788818
2012-09-25,5.657680988311768
2012-09-26,5.583041667938232
2012-09-27,5.672609329223633
2012-09-28,5.5979695320129395
2012-10-01,5.717392921447754
2012-10-02,5.8069610595703125
2012-10-03,5.747248649597168
2012-10-04,5.8069610595703125
2012-10-05,5.866672039031982
2012-10-08,5.896528244018555
2012-10-09,5.97116756439209
2012-10-10,6.060734748840332
2012-10-11,6.254798412322998
2012-10-12,6.195086479187012
2012-10-15,6.224942684173584
2012-10-16,6.269725322723389
2012-10-17,6.254798412322998
2012-10-18,6.195086479187012
2012-10-19,6.239870071411133
2012-10-22,6.284653663635254
2012-10-23,6.180158615112305
2012-10-24,6.180158615112305
2012-10-25,6.180158615112305
2012-10-26,6.180158615112305
2012-10-29,6.180158615112305
2012-10-30,6.239870071411133
2012-10-31,6.389149188995361
2012-11-01,6.478716850280762
2012-11-02,6.269725322723389
2012-11-05,6.523500442504883
2012-11-06,6.404076099395752
2012-11-07,6.344366550445557
2012-11-08,6.448862075805664
2012-11-09,6.314509868621826
2012-11-12,6.165230751037598
2012-11-13,6.284653663635254
2012-11-14,6.239870071411133
2012-11-15,6.299581527709961
2012-11-16,6.135374546051025
2012-11-19,6.1055192947387695
2012-11-20,6.0756635665893555
2012-11-21,6.030879020690918
2012-11-22,6.030879020690918
2012-11-23,6.180158615112305
2012-11-26,6.254798412322998
2012-11-27,6.195086479187012
2012-11-28,6.150302886962891
2012-11-29,6.195086479187012
2012-11-30,6.329437732696533
2012-12-03,6.553355693817139
2012-12-04,6.702634334564209
2012-12-05,6.702634334564209
2012-12-06,6.553355693817139
2012-12-07,6.642923355102539
2012-12-10,6.642923355102539
2012-12-11,6.627996921539307
2012-12-12,6.792202949523926
2012-12-13,6.822059154510498
2012-12-14,6.777275085449219
2012-12-17,6.986265659332275
2012-12-18,6.9564104080200195
2012-12-19,6.866842269897461
2012-12-20,6.777275085449219
2012-12-21,6.762348651885986
2012-12-24,6.822059154510498
2012-12-25,6.851914882659912
2012-12-26,6.926555156707764
2012-12-27,7.001193523406982
2012-12-28,7.016121864318848
2012-12-31,6.91162633895874
2013-01-01,6.91162633895874
2013-01-02,7.195257186889648
2013-01-03,7.165400981903076
2013-01-04,7.060906887054443
2013-01-07,7.120617389678955
2013-01-08,7.150473594665527
2013-01-09,7.120617389678955
2013-01-10,6.971338272094727
2013-01-11,6.941483497619629
2013-01-14,7.0310492515563965
2013-01-15,7.075832843780518
2013-01-16,7.269896984100342
2013-01-17,7.314680099487305
2013-01-18,7.3594651222229
2013-01-21,7.374391555786133
2013-01-22,7.449031352996826
2013-01-23,7.463959217071533
2013-01-24,7.47888708114624
2013-01-25,7.195257186889648
2013-01-28,6.851914882659912
2013-01-29,6.941483497619629
2013-01-30,6.583212375640869
2013-01-31,6.583212375640869
2013-02-01,6.777275085449219
2013-02-04,6.762348651885986
2013-02-05,6.657851696014404
2013-02-06,6.627996921539307
2013-02-07,6.389149188995361
2013-02-08,6.4936442375183105
2013-02-11,6.284653663635254
2013-02-12,6.4637885093688965
2013-02-13,6.448862075805664
2013-02-14,6.404076099395752
2013-02-15,6.448862075805664
2013-02-18,6.433932304382324
2013-02-19,6.53842830657959
2013-02-20,6.53842830657959
2013-02-21,6.359293460845947
2013-02-22,6.120445728302002
2013-02-25,6.210013389587402
2013-02-26,6.359293460845947
2013-02-27,6.389149188995361
2013-02-28,6.41900634765625
2013-03-01,6.613067626953125
2013-03-04,6.672779560089111
2013-03-05,6.672779560089111
2013-03-06,6.851914882659912
2013-03-07,6.792202949523926
2013-03-08,7.016121864318848
2013-03-11,7.090761184692383
2013-03-12,7.075832843780518
2013-03-13,6.9564104080200195
2013-03-14,6.881770610809326
2013-03-15,7.075832843780518
2013-03-18,7.090761184692383
2013-03-19,6.986265659332275
2013-03-20,6.881770610809326
2013-03-21,6.866842269897461
2013-03-22,6.851914882659912
2013-03-25,6.836987018585205
2013-03-26,7.001193523406982
2013-03-27,7.045976638793945
2013-03-28,7.165400981903076
2013-03-29,7.210184097290039
2013-04-01,7.210184097290039
2013-04-02,7.090761184692383
2013-04-03,6.9564104080200195
2013-04-04,6.807129859924316
2013-04-05,6.7474188804626465
2013-04-08,6.9564104080200195
2013-04-09,6.851914882659912
2013-04-10,6.807129859924316
2013-04-11,7.090761184692383
2013-04-12,7.135544776916504
2013-04-15,7.2997517585754395
2013-04-16,7.150473594665527
2013-04-17,7.090761184692383
2013-04-18,7.001193523406982
2013-04-19,7.135544776916504
2013-04-22,7.2251129150390625
2013-04-23,7.2251129150390625
2013-04-24,7.284824371337891
2013-04-25,7.195257186889648
2013-04-26,7.240040302276611
2013-04-29,7.2997517585754395
2013-04-30,7.38931941986084
2013-05-01,7.38931941986084
2013-05-02,7.799837112426758
2013-05-03,7.799837112426758
2013-05-06,7.982969760894775
2013-05-07,7.8316330909729
2013-05-08,8.134305953979492
2013-05-09,7.982969760894775
2013-05-10,7.90730094909668
2013-05-13,7.945135593414307
2013-05-14,8.172140121459961
2013-05-15,8.323474884033203
2013-05-16,8.361309051513672
2013-05-17,8.361309051513672
2013-05-20,8.134305953979492
2013-05-21,8.134305953979492
2013-05-22,8.512645721435547
2013-05-23,8.247807502746582
2013-05-24,8.285640716552734
2013-05-27,8.058637619018555
2013-05-28,7.7181315422058105
2013-05-29,7.415459632873535
2013-05-30,7.4911274909973145
2013-05-31,7.339792251586914
2013-06-03,6.371241569519043
2013-06-04,6.7193145751953125
2013-06-05,6.658780574798584
2013-06-06,6.446910381317139
2013-06-07,6.658780574798584
2013-06-10,6.431777000427246
2013-06-11,6.250173091888428
2013-06-12,6.371241569519043
2013-06-13,6.356107711791992
2013-06-14,6.704180717468262
2013-06-17,6.567978858947754
2013-06-18,6.431777000427246
2013-06-19,6.537712097167969
2013-06-20,6.053436756134033
2013-06-21,6.053436756134033
2013-06-24,5.856698989868164
2013-06-25,5.886967658996582
2013-06-26,6.219906806945801
2013-06-27,6.3863749504089355
2013-06-28,6.371241569519043
2013-07-01,6.3107075691223145
2013-07-02,6.295573711395264
2013-07-03,6.008036136627197
2013-07-04,6.174505710601807
2013-07-05,5.856698989868164
2013-07-08,5.644829273223877
2013-07-09,5.523760795593262
2013-07-10,5.4026923179626465
2013-07-11,5.4026923179626465
2013-07-12,5.614562511444092
2013-07-15,5.886967658996582
2013-07-16,5.811298847198486
2013-07-17,6.053436756134033
2013-07-18,6.098837375640869
2013-07-19,6.008036136627197
2013-07-22,5.93236780166626
2013-07-23,5.871833324432373
2013-07-24,5.735631465911865
2013-07-25,5.781031608581543
2013-07-26,5.614562511444092
2013-07-29,5.705364227294922
2013-07-30,5.93236780166626
2013-07-31,5.735631465911865
2013-08-01,5.705364227294922
2013-08-02,5.811298847198486
2013-08-05,5.7507643699646
2013-08-06,5.720497131347656
2013-08-07,5.690230369567871
2013-08-08,5.720497131347656
2013-08-09,5.720497131347656
2013-08-12,5.977768898010254
2013-08-13,5.93236780166626
2013-08-14,5.93236780166626
2013-08-15,5.690230369567871
2013-08-16,5.67509651184082
2013-08-19,5.432959079742432
2013-08-20,5.523760795593262
2013-08-21,5.266489505767822
2013-08-22,5.054619312286377
2013-08-23,5.100019931793213
2013-08-26,5.205955505371094
2013-08-27,5.039485454559326
2013-08-28,5.2210893630981445
2013-08-29,5.327024459838867
2013-08-30,5.327024459838867
2013-09-02,5.478360652923584
2013-09-03,5.493494033813477
2013-09-04,5.493494033813477
2013-09-05,5.493494033813477
2013-09-06,5.599428653717041
2013-09-09,5.720497131347656
2013-09-10,5.811298847198486
2013-09-11,5.781031608581543
2013-09-12,5.826432704925537
2013-09-13,5.705364227294922
2013-09-16,6.038303375244141
2013-09-17,6.113970756530762
2013-09-18,6.189639091491699
2013-09-19,7.006853103637695
2013-09-20,6.613379001617432
2013-09-23,6.446910381317139
2013-09-24,6.340975284576416
2013-09-25,6.235039710998535
2013-09-26,6.219906806945801
2013-09-27,6.038303375244141
2013-09-30,6.023169040679932
2013-10-01,6.250173091888428
2013-10-02,5.9929022789001465
2013-10-03,6.068570613861084
2013-10-04,6.008036136627197
2013-10-07,5.886967658996582
2013-10-08,5.7961649894714355
2013-10-09,5.76589822769165
2013-10-10,5.886967658996582
2013-10-11,5.93236780166626
2013-10-14,5.917233943939209
2013-10-15,5.93236780166626
2013-10-16,5.93236780166626
2013-10-17,5.93236780166626
2013-10-18,5.93236780166626
2013-10-21,6.204772472381592
2013-10-22,6.295573711395264
2013-10-23,6.189639091491699
2013-10-24,6.113970756530762
2013-10-25,6.219906806945801
2013-10-28,6.250173091888428
2013-10-29,6.250173091888428
2013-10-30,6.250173091888428
2013-10-31,6.08370304107666
2013-11-01,5.871833324432373
2013-11-04,5.886967658996582
2013-11-05,5.720497131347656
2013-11-06,5.841566562652588
2013-11-07,5.826432704925537
2013-11-08,5.644829273223877
2013-11-11,5.538895130157471
2013-11-12,5.538895130157471
2013-11-13,5.599428653717041
2013-11-14,5.76589822769165
2013-11-15,5.781031608581543
2013-11-18,5.871833324432373
2013-11-19,5.720497131347656
2013-11-20,5.76589822769165
2013-11-21,5.67509651184082
2013-11-22,5.76589822769165
2013-11-25,5.886967658996582
2013-11-26,5.76589822769165
2013-11-27,5.705364227294922
2013-11-28,5.705364227294922
2013-11-29,5.76589822769165
2013-12-02,5.76589822769165
2013-12-03,5.478360652923584
2013-12-04,5.538895130157471
2013-12-05,5.4026923179626465
2013-12-06,5.523760795593262
2013-12-09,5.493494033813477
2013-12-10,5.448093414306641
2013-12-11,5.4026923179626465
2013-12-12,5.311891078948975
2013-12-13,5.463225841522217
2013-12-16,5.554028034210205
2013-12-17,5.281623840332031
2013-12-18,5.463225841522217
2013-12-19,5.296756744384766
2013-12-20,5.342157363891602
2013-12-23,5.236222267150879
2013-12-24,5.281623840332031
2013-12-25,5.08488655090332
2013-12-26,4.888149261474609
2013-12-27,4.90328311920166
2013-12-30,5.266489505767822
2013-12-31,5.266489505767822
2014-01-01,5.266489505767822
2014-01-02,5.145421504974365
2014-01-03,4.994085788726807
2014-01-06,5.251356601715088
2014-01-07,5.304323673248291
2014-01-08,5.1302876472473145
2014-01-09,5.04705286026001
2014-01-10,5.198389053344727
2014-01-13,5.122720718383789
2014-01-14,5.168121337890625
2014-01-15,5.100019931793213
2014-01-16,4.994085788726807
2014-01-17,4.948684215545654
2014-01-20,4.95625114440918
2014-01-21,5.077320098876953
2014-01-22,5.2210893630981445
2014-01-23,4.95625114440918
2014-01-24,4.84274959564209
2014-01-27,4.873016357421875
2014-01-28,4.759513854980469
2014-01-29,4.532510280609131
2014-01-30,4.63844633102417
2014-01-31,4.509809970855713
2014-02-03,4.419009208679199
2014-02-04,4.600611686706543
2014-02-05,4.600611686706543
2014-02-06,4.888149261474609
2014-02-07,4.873016357421875
2014-02-10,4.78978157043457
2014-02-11,4.84274959564209
2014-02-12,4.797348976135254
2014-02-13,4.721680641174316
2014-02-14,4.850316047668457
2014-02-17,4.918417930603027
2014-02-18,4.759513854980469
2014-02-19,4.691413402557373
2014-02-20,4.729247570037842
2014-02-21,4.729247570037842
2014-02-24,4.759513854980469
2014-02-25,4.562778472900391
2014-02-26,4.532510280609131
2014-02-27,4.5703444480896
2014-02-28,4.58547830581665
2014-03-03,4.517376899719238
2014-03-04,4.676279544830322
2014-03-05,4.721680641174316
2014-03-06,4.759513854980469
2014-03-07,4.683846473693848
2014-03-10,4.676279544830322
2014-03-11,4.683846473693848
2014-03-12,4.7746477127075195
2014-03-13,4.827615737915039
2014-03-14,4.865449905395508
2014-03-17,4.90328311920166
2014-03-18,5.145421504974365
